Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.317,-0.831,0.309,-5.005,27.832,-14.221
-0.007,0.427,1.037,-166.321,3.296,-5.066
-0.353,0.325,1.497,-58.105,51.208,-1.221
-0.142,-0.003,1.009,-50.232,51.025,-10.010
-0.183,0.033,0.986,-48.889,52.917,-10.132
-0.075,0.128,1.009,-49.500,49.622,-7.996
0.015,0.154,1.126,-19.531,39.612,-6.775
0.008,0.074,0.999,0.183,31.494,-6.226
-0.126,0.060,0.971,5.127,16.663,-4.944
-0.128,0.057,1.042,8.118,0.000,-2.808
0.101,0.066,1.067,29.358,-10.681,-1.526
-0.092,-0.007,1.129,24.597,-18.127,-3.357
-0.247,-0.023,0.946,11.658,-29.175,-2.502
-0.250,-0.029,1.034,7.141,-42.542,-0.916
-0.211,0.006,1.055,3.601,-53.162,0.549
-0.291,-0.045,1.067,-3.113,-66.040,2.686
-0.345,-0.183,1.228,-7.385,-83.313,6.226
-0.387,-0.286,1.710,-22.095,-101.746,13.123
-0.423,-0.296,2.255,-59.814,-105.591,23.315
-0.453,-0.243,2.800,-85.449,-93.689,35.339
-0.444,-0.051,3.095,-68.909,-72.876,48.401
-0.534,0.186,3.257,-47.729,-40.222,56.335
-0.575,0.387,3.158,-40.955,4.822,56.152
-0.571,0.520,3.006,-34.302,42.908,49.438
-0.593,0.578,2.782,-13.489,73.303,39.368
-0.613,0.597,2.558,0.183,97.351,26.978
-0.630,0.556,2.369,17.456,115.906,13.794
-0.677,0.404,2.195,38.269,130.188,0.610
-0.737,0.186,2.054,46.753,141.968,-10.315
-0.763,-0.047,1.951,47.852,151.123,-17.517
-0.777,-0.271,1.878,47.424,157.776,-19.653
-0.763,-0.434,1.911,40.527,162.903,-16.907
-0.759,-0.562,1.965,30.334,168.274,-11.047
-0.752,-0.639,2.034,26.062,174.377,-2.869
-0.778,-0.648,2.077,17.822,184.204,7.080
-0.793,-0.576,2.043,4.333,198.364,17.517
-0.819,-0.494,1.914,0.366,214.844,25.696
-0.824,-0.426,1.743,-2.380,231.384,30.701
-0.856,-0.333,1.636,0.244,245.544,34.180
-0.852,-0.279,1.495,24.597,257.629,37.231
-0.820,-0.247,1.388,46.753,268.066,41.077
-0.791,-0.220,1.294,57.007,277.100,44.556
-0.763,-0.190,1.185,61.646,285.583,47.180
-0.764,-0.188,1.071,65.308,293.335,49.133
-0.735,-0.191,0.948,67.871,300.171,50.415
-0.696,-0.194,0.843,72.021,304.932,51.819
-0.701,-0.208,0.721,76.904,308.838,53.650
-0.687,-0.233,0.590,83.069,312.683,57.251
-0.636,-0.276,0.466,85.571,314.209,61.829
-0.577,-0.319,0.350,81.604,314.087,67.383
-0.539,-0.387,0.252,68.054,312.073,74.646
-0.469,-0.396,0.188,44.067,308.228,84.167
-0.416,-0.359,0.164,17.578,303.284,94.360
-0.421,-0.311,0.146,4.395,297.913,104.004
-0.401,-0.244,0.141,-12.756,292.419,113.831
-0.349,-0.140,0.154,-34.973,287.354,122.070
-0.316,0.007,0.161,-41.382,283.691,128.174
-0.322,0.094,0.136,-26.917,280.457,130.554
-0.317,0.188,0.106,-21.790,278.259,130.554
-0.323,0.264,0.072,-24.475,277.222,127.136
-0.327,0.294,0.027,-15.564,276.550,122.375
-0.321,0.297,-0.038,2.869,276.733,119.507
-0.291,0.293,-0.116,10.071,276.428,118.835
-0.252,0.335,-0.152,-22.766,276.306,117.920
-0.234,0.434,-0.189,-67.078,278.870,115.051
-0.224,0.551,-0.247,-68.726,275.574,109.558
-0.203,0.654,-0.291,-39.856,269.104,101.135
-0.189,0.690,-0.370,-15.503,265.381,88.867
-0.180,0.693,-0.389,-22.949,259.460,73.853
-0.166,0.639,-0.401,-35.706,253.418,57.556
-0.154,0.532,-0.405,-48.157,249.329,41.809
-0.146,0.408,-0.370,-54.138,244.995,28.931
-0.138,0.281,-0.324,-45.105,241.272,20.935
-0.144,0.163,-0.247,-34.607,239.746,18.188
-0.146,0.116,-0.190,-26.123,241.272,20.203
-0.166,0.068,-0.203,-3.235,245.483,24.780
-0.178,0.045,-0.250,7.935,251.160,30.579
-0.193,0.023,-0.307,5.920,257.446,36.743
-0.197,0.017,-0.388,3.235,264.099,44.373
-0.228,0.016,-0.529,4.822,270.813,53.528
-0.278,0.031,-0.660,-1.892,273.682,62.317
-0.314,0.068,-0.780,-11.536,273.437,70.496
-0.335,0.094,-0.890,-16.663,270.691,77.942
-0.364,0.127,-0.995,-25.696,267.273,84.290
-0.376,0.171,-1.091,-33.508,262.695,90.088
-0.380,0.221,-1.190,-38.269,257.141,95.032
-0.382,0.279,-1.289,-38.391,251.038,99.121
-0.380,0.349,-1.398,-30.029,243.408,102.356
-0.365,0.432,-1.477,-19.287,233.215,104.980
-0.379,0.557,-1.575,-4.333,220.825,107.422
-0.373,0.703,-1.626,-10.864,207.214,107.178
-0.393,0.786,-1.663,-25.452,193.604,101.379
-0.400,0.827,-1.719,-25.330,180.298,93.323
-0.390,0.839,-1.787,-23.560,167.480,85.205
-0.381,0.858,-1.864,-24.231,154.114,77.820
-0.386,0.889,-1.946,-25.330,139.160,70.679
-0.385,0.935,-2.019,-33.081,123.169,62.988
-0.392,0.977,-2.110,-40.466,104.980,53.650
-0.373,1.023,-2.164,-48.950,83.374,42.419
-0.360,1.052,-2.174,-46.448,58.289,29.236
-0.366,1.049,-2.107,-29.358,31.006,14.099
-0.382,1.003,-1.977,-15.442,5.493,-1.587
-0.381,0.937,-1.807,-5.798,-15.259,-16.296
-0.375,0.863,-1.682,8.545,-31.189,-29.541
-0.393,0.774,-1.613,22.705,-42.297,-40.955
-0.408,0.673,-1.605,34.180,-50.842,-50.293
-0.428,0.560,-1.631,44.556,-59.143,-56.946
-0.406,0.479,-1.662,46.021,-70.068,-60.181
-0.493,0.440,-1.663,36.072,-83.862,-60.669
-0.538,0.443,-1.616,24.658,-100.159,-60.181
-0.520,0.460,-1.550,19.165,-116.638,-59.509
-0.500,0.423,-1.465,22.461,-132.019,-61.157
-0.470,0.330,-1.390,32.410,-146.057,-64.392
-0.448,0.211,-1.329,38.147,-157.715,-66.467
-0.482,0.100,-1.273,35.156,-167.969,-65.308
-0.458,0.041,-1.258,31.921,-177.856,-58.960
-0.506,0.030,-1.229,39.490,-189.514,-48.340
-0.546,0.105,-1.187,41.687,-203.613,-35.522
-0.578,0.291,-1.126,30.762,-218.384,-23.010
Done. Type '시작' to run again.
