Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.344,-0.114,0.935,-3.906,-73.059,-21.362
-0.351,-0.130,0.945,5.310,-72.754,-16.846
-0.355,-0.163,0.911,13.672,-71.350,-12.451
-0.391,-0.149,0.856,19.836,-70.068,-7.507
-0.425,-0.081,0.853,21.301,-70.313,-3.113
-0.456,-0.001,0.945,16.785,-72.693,-0.793
-0.462,0.067,1.122,12.573,-74.707,-0.732
-0.477,0.077,1.309,8.179,-73.425,-2.563
-0.521,0.031,1.408,6.470,-67.566,-4.639
-0.583,-0.054,1.472,3.967,-60.791,-6.042
-0.687,-0.214,1.625,-6.470,-56.458,-7.080
-0.814,-0.361,1.970,-21.240,-54.504,-4.700
-0.957,-0.360,2.380,-23.621,-49.744,2.991
-1.100,-0.209,2.685,-14.160,-38.513,14.343
-1.264,-0.017,2.906,-4.211,-21.729,22.461
-1.367,0.124,3.000,1.160,-0.916,24.780
-1.436,0.146,3.054,-7.751,20.996,21.240
-1.492,0.023,3.122,-29.053,42.786,14.893
-1.522,-0.184,3.285,-50.598,64.392,9.827
-1.567,-0.372,3.504,-58.716,87.891,9.949
-1.601,-0.469,3.651,-44.922,117.615,16.541
-1.653,-0.522,3.612,-10.559,154.236,28.137
-1.666,-0.504,3.328,25.879,195.557,42.175
-1.689,-0.457,2.830,55.237,233.459,56.763
-1.682,-0.372,2.324,66.284,261.658,69.824
-1.666,-0.246,1.907,72.144,280.640,81.116
-1.616,-0.080,1.573,72.571,292.786,89.294
-1.525,0.044,1.278,67.139,301.514,92.957
-1.428,0.052,1.015,57.556,307.495,92.163
-1.325,-0.058,0.826,42.908,309.875,89.722
-1.239,-0.211,0.812,18.738,307.739,88.440
-1.204,-0.299,0.952,-4.456,305.115,90.881
-1.181,-0.309,1.093,-18.188,307.373,96.436
-1.194,-0.228,1.155,-19.165,315.857,103.394
-1.207,-0.077,1.071,0.061,329.285,110.229
-1.206,0.079,0.857,28.687,344.055,115.234
-1.187,0.232,0.564,48.645,355.713,118.530
-1.125,0.351,0.316,65.613,361.816,119.202
-1.018,0.447,0.013,75.867,363.342,116.394
-0.908,0.420,-0.194,78.491,354.736,109.131
-0.798,0.337,-0.265,57.800,343.079,101.807
-0.653,0.233,-0.241,33.203,326.355,96.008
-0.568,0.147,-0.105,5.615,309.509,91.858
-0.506,0.085,0.054,-16.113,296.753,89.600
-0.452,0.065,0.132,-23.132,290.833,89.050
-0.438,0.069,0.157,-22.034,289.246,89.722
-0.422,0.066,0.229,-28.381,288.757,89.905
-0.411,0.084,0.211,-27.649,290.039,90.210
-0.413,0.174,0.230,-16.785,293.335,91.309
-0.395,0.239,0.092,11.597,298.096,92.590
-0.363,0.317,-0.075,30.273,301.575,93.872
-0.333,0.394,-0.185,30.457,301.025,93.689
-0.293,0.432,-0.208,16.357,296.692,90.454
-0.285,0.411,-0.143,-1.709,291.016,85.022
-0.292,0.344,-0.148,-11.108,288.818,79.163
-0.237,0.297,-0.207,-9.094,289.368,75.134
-0.202,0.270,-0.317,-14.343,291.504,72.388
-0.189,0.240,-0.400,-26.550,290.710,69.580
-0.178,0.228,-0.428,-36.194,287.170,67.566
-0.170,0.240,-0.422,-29.541,282.227,66.650
-0.172,0.284,-0.394,-12.878,278.015,66.406
-0.137,0.317,-0.430,16.296,276.306,67.200
-0.091,0.363,-0.503,42.786,275.818,69.519
-0.082,0.424,-0.506,39.185,273.376,71.472
