Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.023,0.128,1.001,-22.461,5.798,16.174
-0.024,0.115,1.028,-1.099,-7.874,12.756
-0.010,0.118,1.036,16.602,-21.851,10.864
-0.035,0.084,1.001,29.297,-35.339,10.742
-0.066,0.048,1.024,38.635,-48.096,7.751
-0.111,0.045,1.031,37.476,-58.716,5.981
-0.124,0.024,1.026,34.729,-66.833,3.967
-0.156,-0.011,1.021,28.625,-72.693,1.648
-0.163,0.009,1.047,14.954,-76.782,-1.282
-0.203,0.000,1.057,8.057,-83.740,-4.272
-0.300,-0.001,1.096,10.315,-94.116,-7.568
-0.370,-0.125,0.949,13.611,-113.403,-12.024
-0.391,-0.217,1.229,0.732,-142.639,-7.874
-0.516,-0.336,1.487,-1.343,-156.738,0.305
-0.668,-0.449,1.939,27.771,-168.457,0.610
-0.768,-0.474,2.498,57.251,-180.664,13.245
-0.864,-0.520,2.911,92.896,-163.086,26.489
-0.875,-0.531,3.258,110.168,-128.479,39.551
-0.822,-0.533,3.421,118.286,-90.759,52.185
-0.816,-0.501,3.544,117.676,-49.622,65.125
-0.869,-0.414,3.470,92.041,6.592,76.416
-0.961,-0.306,3.370,61.707,62.256,84.473
-1.073,-0.180,3.229,33.264,107.849,88.135
-1.171,-0.054,3.047,17.395,149.170,87.219
-1.247,0.045,2.826,15.015,186.035,82.092
-1.313,0.105,2.554,21.912,218.140,73.303
-1.364,0.115,2.268,30.579,244.507,62.378
-1.364,0.068,1.984,36.865,266.235,50.354
-1.354,-0.021,1.710,37.231,284.119,39.001
-1.313,-0.134,1.465,29.724,298.218,29.175
-1.279,-0.246,1.284,14.893,308.105,21.973
-1.250,-0.350,1.161,-4.272,314.331,17.334
-1.200,-0.418,1.085,-21.606,317.810,15.808
-1.113,-0.434,1.001,-35.950,320.129,17.151
-1.107,-0.411,0.906,-56.274,321.716,18.555
-1.135,-0.356,0.916,-75.684,321.045,18.494
-1.086,-0.297,0.927,-71.899,321.350,19.165
-1.049,-0.234,0.939,-56.335,323.181,19.714
-1.040,-0.166,0.964,-41.870,326.416,19.836
-1.051,-0.125,0.988,-29.358,332.397,18.799
-1.069,-0.099,0.971,-13.428,341.431,15.991
-1.071,-0.096,0.894,12.146,353.149,12.817
-1.040,-0.126,0.765,37.354,365.601,12.207
-1.036,-0.157,0.592,52.856,378.296,15.198
-1.012,-0.169,0.466,50.293,388.306,20.874
-0.952,-0.208,0.271,45.349,396.240,27.405
-0.889,-0.236,0.129,12.451,399.414,32.837
-0.842,-0.231,0.055,-18.555,393.555,40.955
-0.797,-0.215,-0.018,-39.124,389.404,48.401
-0.773,-0.175,-0.027,-51.086,384.033,53.772
-0.774,-0.155,-0.092,-20.752,378.296,60.181
-0.734,-0.165,-0.198,28.809,374.390,69.336
-0.708,-0.093,-0.213,31.067,367.920,82.214
-0.693,-0.030,-0.249,34.119,363.892,90.942
-0.688,-0.007,-0.304,47.119,362.000,96.924
-0.672,0.055,-0.379,46.265,361.389,103.943
-0.636,0.061,-0.452,23.804,361.633,107.056
-0.578,0.079,-0.515,-8.606,360.657,107.361
-0.517,0.102,-0.554,-42.175,356.934,107.544
-0.494,0.135,-0.549,-64.697,351.562,106.262
-0.488,0.162,-0.583,-55.664,344.543,105.774
-0.469,0.208,-0.603,-50.476,338.135,105.164
-0.449,0.259,-0.621,-46.997,331.604,103.088
-0.457,0.304,-0.637,-29.968,325.989,100.037
-0.528,0.324,-0.643,-12.451,322.693,96.375
-0.544,0.331,-0.697,-3.906,323.730,92.773
-0.549,0.344,-0.768,-10.437,327.637,89.233
-0.580,0.353,-0.875,-27.039,333.191,85.144
