Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.592,-0.114,1.866,87.158,-94.788,37.231
-1.057,3.063,4.000,137.024,-59.937,40.710
0.084,-0.175,1.169,286.499,40.649,14.709
-0.681,-0.202,-0.322,114.380,48.035,15.625
-0.504,0.190,0.607,83.862,22.034,24.231
-0.213,0.110,1.037,140.930,11.353,30.334
-0.452,0.045,1.057,84.045,23.621,34.607
-0.351,0.084,0.924,46.448,8.789,31.128
-0.325,0.181,0.990,49.927,13.367,28.198
-0.382,0.113,0.983,70.801,9.460,19.714
-0.419,0.227,0.834,67.322,5.188,8.667
-0.520,0.271,0.883,31.006,-3.113,-4.028
-0.606,0.247,0.884,15.076,-13.550,-17.273
-0.627,0.138,0.883,10.620,-27.283,-28.687
-0.680,-0.018,1.007,-1.099,-43.884,-36.438
-0.780,-0.128,1.178,-14.160,-61.157,-39.917
-0.806,-0.347,2.045,-11.230,-78.613,-39.185
-0.815,-0.546,2.724,15.808,-74.768,-33.325
-0.843,-0.689,3.292,42.847,-59.814,-23.254
-0.903,-0.793,3.499,59.509,-24.719,-8.911
-0.951,-0.788,3.454,57.129,32.837,6.226
-1.004,-0.692,3.234,56.763,75.684,21.362
-1.085,-0.532,2.900,50.293,111.938,34.180
-1.186,-0.345,2.494,37.842,138.611,41.931
-1.224,-0.170,2.135,28.870,154.846,44.983
-1.216,-0.039,1.899,20.081,161.316,42.603
-1.178,-0.002,1.822,2.808,161.377,34.668
-1.135,-0.064,1.927,-13.916,158.630,23.193
-1.176,-0.184,2.111,-10.498,156.555,12.817
-1.205,-0.322,2.293,17.883,159.180,7.263
-1.245,-0.453,2.299,66.223,168.518,6.958
-0.976,-0.481,1.844,119.568,183.105,11.475
-1.300,-0.339,1.426,127.380,193.359,16.663
-1.255,-0.217,1.211,48.950,192.200,11.841
-1.125,-0.176,1.235,9.888,183.411,0.549
-1.001,-0.241,1.557,-34.363,168.701,-11.902
-0.956,-0.223,2.109,-89.661,156.433,-22.583
-1.048,-0.278,2.536,-134.949,159.485,-31.494
-1.156,-0.311,2.796,-156.067,179.443,-35.339
-1.317,-0.373,2.798,-134.094,217.163,-33.630
-1.317,-0.377,2.551,-92.957,263.672,-27.344
-1.565,-0.522,2.039,4.822,304.687,-13.733
-1.480,-0.497,1.575,37.415,340.820,3.601
-1.399,-0.400,1.196,22.522,369.202,19.348
-1.346,-0.234,0.966,-0.305,387.390,31.433
-1.320,-0.084,0.776,2.258,398.010,39.795
-1.328,0.036,0.632,6.287,404.663,43.762
-1.343,0.122,0.517,4.028,409.729,42.908
-1.330,0.149,0.399,10.864,415.405,40.466
-1.331,0.166,0.269,14.893,420.959,37.781
-1.321,0.171,0.143,13.550,425.171,35.156
-1.243,0.134,0.041,12.390,425.842,32.349
-1.245,0.091,-0.048,8.057,423.462,30.396
-1.233,0.090,-0.111,-7.629,419.983,28.687
-1.222,0.097,-0.145,-23.132,415.283,27.588
-1.267,0.099,-0.121,-47.241,411.072,26.611
-1.203,0.152,-0.062,-95.581,411.072,22.339
-1.248,0.140,-0.040,-97.656,414.917,15.991
-1.334,0.111,-0.059,-78.613,421.509,12.878
-1.402,0.085,-0.095,-71.045,432.434,11.963
-1.403,0.058,-0.171,-92.773,445.679,9.766
-1.438,0.034,-0.237,-137.756,460.449,3.052
-1.532,0.048,-0.319,-179.871,478.516,-6.592
-1.631,0.154,-0.423,-194.153,496.887,-19.104
-1.709,0.190,-0.617,-141.846,505.737,-32.410
-1.694,0.177,-0.930,-106.934,514.648,-46.143
-1.634,0.124,-1.286,-143.311,510.925,-62.500
-1.874,0.011,-1.633,-246.765,495.972,-85.632
-1.808,-0.104,-1.642,-413.818,463.684,-119.202
-1.509,-0.314,-1.585,-578.979,422.668,-161.499
-1.410,-0.495,-1.353,-677.246,383.179,-205.078
-1.355,-0.695,-1.177,-654.480,341.675,-241.394
-1.406,-0.990,-1.188,-531.982,306.946,-261.047
