Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.622,0.041,-0.175,-30.945,36.316,-23.682
-0.627,0.004,-0.035,-33.447,-4.150,-21.973
-0.646,-0.031,0.132,-32.410,-40.771,-18.005
-0.666,-0.052,0.310,-30.518,-73.120,-11.597
-0.695,-0.055,0.499,-30.334,-99.243,-4.150
-0.718,-0.039,0.677,-20.874,-118.713,4.761
-0.808,-0.008,0.845,-10.071,-131.958,14.587
-0.866,0.068,1.107,0.061,-139.893,24.170
-0.954,0.101,1.284,49.866,-140.564,32.593
-0.961,0.139,1.502,84.961,-136.780,35.889
-0.953,0.144,1.721,88.562,-130.615,34.729
-0.969,0.133,1.895,80.994,-119.690,31.494
-1.004,0.126,2.078,56.763,-106.079,27.771
-1.030,0.109,2.161,33.447,-85.510,24.963
-1.033,0.099,2.194,11.292,-59.143,23.682
-1.011,0.116,2.174,-7.996,-32.898,23.804
-0.970,0.160,2.147,-25.513,-6.409,24.841
-0.911,0.195,2.104,-19.592,20.569,26.794
-0.955,0.200,1.988,8.972,49.316,28.625
-1.022,0.217,1.875,17.273,74.951,28.503
-1.024,0.212,1.745,23.743,96.619,27.100
-1.057,0.203,1.599,28.625,114.563,24.963
-1.086,0.202,1.481,19.226,127.014,22.400
-1.093,0.211,1.388,12.817,135.254,20.325
-1.054,0.224,1.323,8.545,141.174,17.944
-1.035,0.234,1.261,3.540,145.996,14.282
-1.031,0.247,1.199,-9.338,149.963,8.301
-1.010,0.253,1.156,-27.954,152.954,0.244
-0.959,0.241,1.129,-40.527,155.762,-8.179
-0.911,0.209,1.100,-39.429,158.997,-16.418
-0.887,0.173,1.060,-30.701,161.987,-22.583
-0.855,0.142,1.067,-27.466,163.452,-26.978
-0.862,0.110,1.066,-12.451,165.222,-28.076
-0.876,0.107,1.104,-1.648,167.297,-27.039
-0.865,0.093,1.130,10.315,170.410,-25.391
-0.841,0.091,1.160,15.869,174.438,-24.353
-0.830,0.097,1.264,10.010,178.040,-25.208
-0.816,0.084,1.356,14.832,183.899,-26.367
-0.796,0.076,1.447,23.193,193.481,-26.917
-0.802,0.068,1.528,27.771,206.055,-27.161
