Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.532,-0.025,0.460,2.075,15.381,-4.333
0.553,0.091,0.440,3.174,13.977,-4.272
0.566,0.080,0.371,3.357,13.428,-5.676
0.577,0.021,0.280,3.296,11.963,-7.874
0.585,-0.070,0.221,0.732,8.362,-8.972
0.584,-0.104,0.218,-1.465,2.563,-7.568
0.567,-0.036,0.237,0.488,-3.052,-4.761
0.551,0.078,0.258,2.258,-8.301,-3.296
0.536,0.168,0.276,2.991,-13.672,-3.601
0.524,0.175,0.298,1.404,-18.860,-5.859
0.514,0.129,0.326,-1.709,-23.865,-9.033
0.517,0.098,0.362,-4.944,-28.198,-11.230
0.522,0.079,0.414,-7.385,-31.677,-12.756
0.538,0.047,0.484,-8.850,-34.241,-14.099
0.534,-0.010,0.527,-8.667,-35.217,-15.198
0.544,-0.075,0.546,-7.385,-34.973,-15.442
0.541,-0.088,0.597,-4.517,-35.034,-14.160
0.530,-0.010,0.614,0.977,-34.546,-11.780
0.505,0.049,0.558,3.296,-33.447,-11.230
0.492,0.066,0.448,3.418,-33.569,-12.695
0.463,0.014,0.344,-0.916,-36.438,-15.015
0.443,-0.044,0.317,-8.179,-42.664,-16.724
0.442,-0.075,0.350,-13.733,-50.171,-16.663
0.445,-0.121,0.395,-16.479,-56.824,-15.991
0.442,-0.183,0.458,-17.639,-62.866,-14.893
0.443,-0.161,0.522,-16.907,-67.932,-11.963
0.437,-0.088,0.599,-14.709,-71.899,-8.484
0.414,0.002,0.713,-12.146,-74.890,-6.287
0.394,0.051,0.830,-9.033,-76.172,-6.165
0.382,0.065,0.905,-6.714,-74.768,-7.202
0.369,0.068,0.949,-4.395,-72.388,-8.179
0.352,0.099,0.966,-1.404,-69.031,-8.667
0.353,0.149,0.948,1.953,-65.125,-10.010
0.353,0.142,0.868,5.371,-61.279,-12.878
0.353,0.064,0.777,3.967,-58.899,-16.663
0.350,-0.017,0.747,-0.427,-59.265,-19.653
0.347,-0.110,0.717,-4.944,-60.608,-21.118
0.336,-0.234,0.641,-10.620,-62.134,-20.874
0.314,-0.341,0.658,-17.517,-66.040,-18.127
0.282,-0.319,0.746,-19.470,-71.167,-12.207
0.253,-0.224,0.803,-15.381,-73.792,-5.859
0.212,-0.115,0.839,-7.996,-75.195,-1.526
0.173,0.008,0.934,-2.014,-76.111,1.099
0.173,0.118,1.016,2.991,-75.623,1.099
0.189,0.175,1.042,8.606,-72.327,-1.709
0.233,0.180,1.010,11.292,-68.237,-5.432
0.262,0.097,1.003,6.409,-65.002,-10.498
0.264,0.034,1.027,-0.122,-62.866,-14.282
0.272,-0.004,1.008,-4.700,-60.913,-16.052
0.246,-0.065,0.989,-11.475,-59.448,-17.029
0.212,-0.131,0.956,-13.977,-59.204,-16.663
0.176,-0.181,0.937,-16.174,-59.753,-14.648
0.151,-0.205,0.945,-16.846,-61.096,-11.597
0.131,-0.244,0.913,-15.320,-61.951,-7.812
0.115,-0.191,0.864,-10.681,-62.988,-3.174
0.104,-0.017,0.872,-2.869,-66.101,1.892
0.100,0.115,0.966,3.723,-69.946,3.540
0.100,0.187,1.070,7.629,-72.083,1.160
0.105,0.244,1.123,6.592,-71.411,-2.869
0.101,0.199,1.161,-2.136,-68.970,-8.545
0.096,0.073,1.208,-14.343,-66.040,-14.893
0.085,-0.059,1.242,-22.339,-61.951,-18.311
0.061,-0.183,1.210,-23.865,-56.702,-18.250
0.037,-0.247,1.115,-19.104,-51.697,-14.893
0.021,-0.248,0.999,-11.047,-48.889,-9.766
0.019,-0.231,0.907,-7.080,-49.438,-4.639
0.005,-0.151,0.859,-6.714,-52.612,-0.122
-0.006,-0.017,0.884,-7.263,-57.861,4.150
-0.016,0.129,0.981,-7.751,-63.110,6.042
-0.030,0.211,1.102,-6.531,-66.650,4.456
-0.042,0.228,1.213,-9.460,-67.383,0.610
-0.052,0.190,1.356,-12.390,-65.613,-3.479
