Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.484,-0.117,0.271,-26.672,-58.838,-7.446
0.487,-0.156,0.385,-27.893,-64.392,-6.531
0.486,-0.169,0.471,-26.855,-67.810,-4.700
0.480,-0.093,0.550,-24.292,-68.909,-1.953
0.469,0.080,0.615,-18.555,-68.787,0.916
0.473,0.219,0.644,-14.404,-67.261,-0.366
0.478,0.229,0.585,-13.306,-64.636,-5.676
0.484,0.136,0.475,-14.709,-62.805,-11.963
0.477,0.048,0.372,-15.869,-64.453,-15.564
0.469,0.014,0.287,-16.663,-68.970,-16.174
0.433,0.025,0.238,-17.334,-75.562,-15.564
0.409,0.007,0.195,-18.555,-83.313,-15.747
0.395,-0.071,0.189,-21.790,-92.163,-16.968
0.388,-0.178,0.241,-25.085,-101.563,-16.418
0.367,-0.289,0.300,-27.222,-110.352,-13.306
0.329,-0.310,0.305,-26.062,-118.225,-6.470
0.286,-0.221,0.331,-23.804,-126.587,2.136
0.237,-0.091,0.426,-23.071,-136.108,9.766
0.147,0.078,0.569,-24.414,-144.958,14.404
0.117,0.284,0.713,-18.738,-151.001,15.747
0.051,0.464,0.882,-12.085,-155.273,12.085
0.047,0.561,1.004,-7.019,-155.823,3.479
0.057,0.463,1.017,-1.221,-151.550,-9.033
0.047,0.214,0.976,-5.615,-146.667,-21.423
0.038,-0.045,0.935,-14.404,-144.836,-27.710
0.016,-0.202,0.915,-27.405,-144.653,-26.245
-0.006,-0.287,0.947,-39.246,-146.118,-20.569
-0.035,-0.376,1.100,-50.964,-149.170,-13.550
-0.061,-0.415,1.315,-59.937,-150.574,-4.822
-0.083,-0.425,1.514,-57.068,-145.508,6.409
-0.090,-0.316,1.572,-37.109,-133.545,19.104
-0.100,-0.043,1.492,-10.559,-117.615,30.579
-0.090,0.284,1.348,24.109,-104.614,36.377
-0.097,0.514,1.205,46.326,-96.069,32.654
-0.092,0.554,1.092,49.438,-91.248,21.606
-0.118,0.529,0.989,44.067,-88.928,8.972
-0.121,0.422,0.945,28.076,-89.539,-2.991
-0.138,0.243,1.015,3.906,-92.346,-13.367
-0.161,0.027,1.180,-21.729,-94.604,-19.958
-0.160,-0.148,1.337,-34.302,-93.018,-21.362
-0.146,-0.274,1.443,-30.212,-86.853,-18.066
-0.135,-0.355,1.457,-19.287,-76.965,-11.353
-0.117,-0.392,1.347,-2.991,-64.697,-3.723
-0.126,-0.333,1.179,8.545,-54.382,4.639
-0.140,-0.159,0.977,17.944,-47.485,12.329
-0.157,0.024,0.744,23.254,-44.800,16.418
-0.189,0.172,0.587,22.095,-48.035,16.663
-0.227,0.264,0.520,21.118,-56.702,14.160
-0.262,0.291,0.567,16.235,-68.848,9.583
-0.292,0.301,0.793,9.827,-82.275,4.761
-0.324,0.312,1.108,5.066,-92.224,0.244
-0.331,0.325,1.409,5.005,-95.093,-3.357
-0.323,0.271,1.585,10.742,-90.271,-6.653
-0.318,0.189,1.687,15.259,-79.651,-10.559
-0.312,0.090,1.747,17.273,-66.345,-13.428
-0.307,0.025,1.736,14.221,-51.086,-14.893
-0.288,-0.025,1.572,19.592,-34.973,-14.832
-0.292,-0.075,1.327,19.287,-22.034,-14.160
-0.299,-0.098,1.100,16.479,-14.954,-12.695
-0.316,-0.072,0.933,12.146,-13.611,-10.864
-0.334,-0.003,0.807,5.676,-15.930,-9.277
-0.345,0.083,0.744,3.418,-21.240,-8.667
-0.351,0.122,0.780,2.625,-28.320,-10.193
-0.330,0.076,0.885,5.920,-34.485,-12.756
-0.331,0.011,1.038,8.789,-37.842,-14.160
-0.323,-0.028,1.115,12.024,-37.415,-14.160
-0.321,-0.091,1.109,9.521,-34.424,-13.733
-0.327,-0.115,1.083,4.822,-31.921,-12.451
-0.343,-0.104,1.048,1.282,-30.212,-10.376
-0.352,-0.104,1.001,-2.319,-29.297,-8.606
-0.359,-0.117,0.995,-7.385,-29.663,-6.592
-0.372,-0.081,1.017,-7.385,-30.457,-4.456
-0.377,-0.008,0.994,-3.235,-30.396,-2.502
-0.380,0.049,0.916,0.977,-29.480,-1.709
-0.390,0.068,0.843,3.296,-29.846,-2.747
-0.391,0.000,0.779,4.333,-32.166,-4.395
-0.395,-0.099,0.750,2.563,-36.133,-5.066
-0.403,-0.130,0.794,1.221,-41.687,-3.296
-0.420,-0.093,0.893,-0.610,-47.241,0.488
-0.436,-0.028,0.987,-1.587,-50.720,4.028
-0.438,0.018,1.030,-2.075,-51.514,6.409
-0.442,0.045,1.047,-3.113,-50.903,7.324
-0.434,0.048,1.029,-3.235,-49.683,7.629
-0.432,0.024,0.940,-4.517,-48.096,7.385
-1.135,0.649,4.000,4.028,-47.668,5.554
-0.476,-0.120,-1.012,78.064,92.773,2.808
-0.481,-0.008,0.711,77.148,74.768,6.470
-0.348,0.181,1.227,12.390,-9.277,9.827
-0.499,-0.124,0.817,73.242,56.091,5.005
-0.438,-0.048,0.944,45.471,38.818,6.775
-0.377,-0.053,0.941,45.349,41.382,7.202
-0.360,-0.057,0.946,39.124,39.185,7.507
-0.341,-0.051,0.951,35.767,33.508,7.629
-0.312,-0.080,0.927,34.851,28.503,7.629
-0.308,-0.059,0.947,25.757,23.193,8.179
-0.317,-0.065,0.935,20.813,19.104,8.850
-0.328,-0.039,0.966,18.188,16.052,9.888
-0.330,-0.063,0.951,23.987,14.160,10.681
-0.335,-0.098,0.920,28.870,13.123,10.803
-0.339,-0.111,0.914,27.832,13.245,10.193
-0.334,-0.121,0.914,22.339,13.672,9.094
-0.333,-0.102,0.932,12.695,12.390,7.935
-0.332,-0.109,0.927,8.789,11.108,6.958
-0.329,-0.100,0.936,4.578,9.521,6.104
-0.319,-0.100,0.942,1.221,7.690,5.432
-0.314,-0.086,0.955,0.732,6.409,4.578
-0.299,-0.105,0.938,6.470,5.737,3.357
-0.298,-0.113,0.936,4.761,4.333,3.113
-0.302,-0.114,0.930,-0.366,2.502,2.441
-0.305,-0.115,0.929,-6.653,1.099,1.648
-0.310,-0.104,0.935,-12.634,0.000,0.732
-0.316,-0.094,0.937,-16.174,-0.977,-0.549
-0.319,-0.082,0.947,-16.602,-1.526,-1.892
-0.317,-0.086,0.940,-12.573,-1.526,-3.113
-0.318,-0.084,0.942,-11.719,-1.953,-3.723
-0.320,-0.081,0.944,-11.353,-3.052,-4.089
-0.323,-0.069,0.946,-11.658,-4.272,-4.272
-0.323,-0.084,0.929,-9.399,-4.822,-4.395
-0.321,-0.080,0.936,-10.437,-5.005,-4.517
Done. Type '시작' to run again.
