Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.675,0.504,-0.710,32.776,-61.340,1.648
0.646,0.468,-0.561,38.147,-79.102,-3.967
0.663,0.362,-0.562,63.171,-92.285,-8.423
0.624,0.179,-0.546,69.397,-102.966,-13.794
0.577,0.125,-0.418,45.471,-116.821,-15.015
0.584,0.159,-0.389,25.696,-127.502,-13.184
0.557,0.162,-0.315,18.311,-134.888,-12.268
0.541,0.213,-0.160,45.105,-144.897,-11.047
0.520,0.222,-0.104,83.740,-150.208,-10.864
0.495,0.179,-0.042,87.830,-153.381,-12.573
0.476,0.080,-0.015,79.346,-157.532,-13.489
0.448,0.023,-0.023,63.660,-161.499,-12.085
0.418,0.081,0.030,41.504,-167.175,-7.996
0.392,0.249,0.204,30.273,-175.171,-3.235
0.376,0.412,0.302,32.776,-176.758,-2.258
0.360,0.513,0.363,53.345,-174.500,-6.348
0.345,0.463,0.218,81.909,-169.800,-14.709
0.326,0.277,0.039,88.074,-168.335,-24.231
0.294,-0.008,0.001,62.317,-175.049,-29.907
0.273,-0.235,0.114,26.367,-190.979,-28.320
0.223,-0.316,0.459,-11.963,-209.167,-21.118
0.170,-0.302,0.783,-28.931,-217.896,-8.240
0.182,-0.080,0.915,-17.029,-212.097,13.550
0.162,0.208,0.972,-7.141,-201.904,24.414
0.154,0.466,0.933,4.822,-190.857,21.179
0.145,0.622,0.897,16.113,-182.800,15.076
0.121,0.716,0.775,24.475,-177.673,5.981
0.102,0.696,0.562,37.292,-174.744,-4.578
0.061,0.422,0.365,40.894,-175.720,-17.029
-0.001,-0.011,0.483,25.757,-188.660,-26.978
-0.036,-0.320,0.722,23.071,-205.566,-28.809
-0.095,-0.587,0.992,24.780,-214.417,-22.644
-0.088,-0.589,1.098,47.424,-209.900,-2.075
-0.096,-0.556,1.017,80.017,-200.745,16.296
-0.161,-0.405,0.860,96.069,-194.824,30.945
-0.269,-0.066,0.894,84.167,-198.669,46.021
-0.243,0.705,1.127,65.491,-207.764,61.462
-0.300,0.980,1.316,42.786,-206.726,39.001
-0.301,0.864,1.508,16.174,-200.928,12.512
-0.301,0.542,1.543,11.902,-187.805,-7.629
-0.269,0.191,1.345,35.278,-169.373,-18.066
-0.269,-0.089,1.065,59.937,-153.687,-23.193
-0.309,-0.406,0.826,82.458,-149.109,-25.757
-0.326,-0.460,0.639,93.872,-153.076,-11.902
-0.375,-0.531,0.454,104.858,-161.743,0.854
-0.452,-0.643,0.379,101.013,-175.049,11.353
-0.591,-0.584,0.596,71.472,-197.083,24.902
-0.714,-0.204,1.112,45.593,-221.924,42.603
-0.700,0.421,1.791,44.861,-237.183,59.937
-0.713,0.573,2.259,60.547,-222.778,48.218
-0.648,0.437,2.692,75.623,-198.364,24.963
-0.603,0.082,2.788,87.952,-163.208,5.676
-0.563,0.036,2.545,83.801,-119.385,1.038
-0.541,0.274,2.067,78.308,-81.055,5.188
-0.511,0.417,1.546,68.542,-55.603,-0.671
-0.490,0.277,1.042,45.532,-42.053,-15.442
-0.481,-0.030,0.617,21.057,-38.696,-32.471
-0.517,-0.572,0.300,9.949,-47.302,-42.297
-0.527,-0.671,0.246,-1.709,-68.848,-26.367
-0.569,-0.432,0.521,-7.812,-91.553,-9.277
-0.576,-0.181,1.036,-3.845,-111.023,0.916
-0.594,-0.225,1.365,8.667,-114.319,2.380
-0.601,-0.244,1.511,23.804,-100.952,2.991
-0.597,-0.093,1.359,43.274,-84.473,6.714
-0.598,0.082,1.176,50.720,-71.228,7.507
-0.610,0.193,1.102,39.917,-65.430,3.052
-0.616,0.219,1.050,14.648,-62.378,-5.310
-0.617,0.046,0.947,-15.808,-59.326,-16.113
-0.634,-0.172,0.906,-45.166,-58.838,-24.109
-0.634,-0.198,0.941,-55.054,-60.303,-23.804
-0.653,-0.246,0.992,-51.270,-60.425,-21.423
-0.390,-0.120,3.737,-28.687,-44.434,-1.953
-0.574,0.109,-0.762,132.690,146.790,19.897
-0.792,-0.697,0.616,82.947,64.209,-7.202
