Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.465,0.063,0.586,-0.366,13.367,-4.944
0.454,0.099,0.752,7.935,11.902,-5.371
0.451,0.098,0.824,13.550,14.587,-6.836
0.441,0.068,0.761,13.306,20.142,-8.423
0.434,0.021,0.597,9.094,24.841,-9.766
0.432,-0.022,0.459,0.671,25.269,-10.315
0.426,-0.038,0.383,-7.996,21.362,-9.949
0.423,-0.008,0.340,-14.893,15.381,-8.850
0.434,0.044,0.301,-15.259,8.545,-8.057
0.453,0.009,0.356,-14.832,0.732,-8.667
0.454,-0.069,0.489,-11.902,-5.981,-9.033
0.456,-0.098,0.579,-3.723,-9.705,-6.897
0.469,-0.058,0.574,6.042,-10.376,-3.967
0.475,-0.005,0.522,14.709,-10.742,-1.526
0.469,0.096,0.498,20.935,-12.512,0.183
0.458,0.189,0.475,22.339,-15.442,-0.244
0.452,0.191,0.452,17.822,-19.043,-3.235
0.452,0.133,0.460,10.254,-23.254,-6.775
0.451,0.044,0.548,1.282,-28.015,-9.644
0.442,-0.019,0.664,-5.188,-31.433,-10.498
0.443,-0.012,0.713,-6.104,-31.860,-9.277
0.443,0.045,0.683,-2.686,-30.090,-7.568
0.448,0.117,0.605,2.441,-28.931,-7.263
0.455,0.084,0.499,4.517,-29.297,-9.460
0.458,-0.004,0.420,1.892,-32.043,-12.085
0.437,-0.064,0.353,-0.244,-36.499,-12.817
0.471,-0.067,0.258,0.000,-42.664,-11.841
0.412,-0.111,0.231,-3.113,-51.086,-10.986
0.397,-0.097,0.295,-6.104,-61.768,-8.362
0.342,-0.026,0.430,-4.578,-72.388,-5.249
0.315,0.064,0.632,-5.615,-80.505,-4.028
0.283,0.081,0.920,-7.080,-85.449,-4.333
0.278,0.085,1.155,-6.470,-84.656,-5.066
0.290,0.113,1.284,-3.052,-77.637,-6.165
0.308,0.144,1.300,2.747,-67.200,-7.568
0.321,0.122,1.205,6.531,-55.908,-10.193
0.331,0.067,1.034,8.972,-47.241,-12.756
0.322,0.059,0.860,6.714,-42.480,-13.916
0.308,0.055,0.712,-0.610,-42.053,-14.526
0.270,0.015,0.606,-7.324,-45.166,-15.442
0.238,-0.040,0.543,-9.705,-50.842,-15.747
0.206,-0.051,0.543,-11.108,-58.350,-14.404
0.184,-0.026,0.600,-9.949,-66.284,-12.207
0.169,-0.049,0.702,-9.216,-73.059,-10.986
0.154,-0.092,0.868,-10.437,-78.003,-9.949
0.159,-0.096,1.015,-8.240,-79.529,-7.812
0.159,-0.080,1.090,-2.502,-77.026,-5.371
0.161,-0.055,1.092,3.296,-72.510,-3.784
0.159,-0.003,1.057,10.193,-67.749,-2.014
0.150,0.073,0.999,12.878,-64.270,-0.916
0.138,0.125,0.951,10.132,-62.256,-1.526
0.116,0.164,0.907,8.118,-61.890,-2.808
0.096,0.175,0.829,6.531,-62.073,-4.700
0.088,0.117,0.760,4.456,-63.599,-7.385
0.071,0.063,0.724,4.333,-66.772,-9.705
0.066,0.021,0.679,5.249,-70.374,-11.047
0.055,-0.077,0.648,4.150,-74.463,-12.756
0.029,-0.106,0.670,3.845,-80.139,-12.207
0.007,-0.069,0.764,4.761,-86.487,-10.315
-0.019,-0.066,0.910,3.357,-91.919,-9.033
-0.039,-0.087,1.104,-0.732,-95.032,-8.179
-0.058,-0.061,1.306,-3.845,-94.788,-6.226
-0.068,0.004,1.398,-3.113,-89.844,-4.272
-0.068,0.046,1.411,-2.136,-81.604,-3.784
-0.082,0.070,1.385,2.075,-73.120,-3.784
-0.085,0.039,1.252,3.967,-64.453,-4.639
-0.097,0.013,1.099,0.732,-58.838,-5.493
-0.114,0.124,1.038,-2.258,-57.861,-5.127
-0.130,0.253,1.004,-3.174,-59.082,-6.409
-0.136,0.251,1.000,-5.737,-60.974,-11.536
-0.148,0.146,1.036,-7.324,-63.293,-17.212
-0.159,0.006,1.087,-9.521,-64.819,-20.996
-0.172,-0.127,1.155,-13.489,-64.941,-21.729
-0.184,-0.215,1.222,-16.479,-63.721,-19.653
-0.195,-0.278,1.235,-17.578,-60.425,-15.320
-0.207,-0.298,1.238,-14.465,-56.396,-9.888
-0.207,-0.261,1.194,-9.583,-52.490,-4.089
-0.200,-0.241,1.084,-7.629,-49.011,1.282
-0.199,-0.219,0.968,-9.399,-47.729,6.104
-0.211,-0.133,0.925,-13.428,-49.377,10.803
-0.238,0.014,0.921,-12.451,-52.063,14.282
-0.248,0.106,0.926,-11.963,-54.321,14.099
-0.276,0.149,0.966,-11.047,-56.458,11.597
-0.292,0.170,1.030,-12.878,-57.922,8.118
-0.303,0.154,1.115,-17.761,-58.411,4.089
-0.310,0.094,1.123,-23.132,-56.641,0.305
-0.312,-0.010,1.069,-30.640,-53.772,-2.075
-0.312,-0.104,1.026,-35.339,-52.185,-1.831
-0.319,-0.172,0.980,-35.461,-51.392,0.793
-0.322,-0.252,0.943,-34.424,-51.514,4.883
-0.341,-0.303,0.940,-31.067,-52.429,11.230
-0.371,-0.210,0.916,-23.743,-53.650,19.592
-0.408,0.110,0.896,-14.465,-54.993,27.100
-0.423,0.408,0.920,-5.859,-57.190,28.564
-0.431,0.478,1.003,-2.869,-59.082,21.851
-0.408,0.433,1.069,-5.798,-58.960,12.390
-0.386,0.388,1.115,-12.634,-56.519,4.272
-0.373,0.305,1.113,-20.325,-52.795,-2.197
-0.366,0.128,1.128,-26.978,-48.950,-7.263
-0.373,0.010,1.112,-29.663,-44.983,-8.606
-0.387,-0.012,1.030,-26.550,-41.138,-6.592
-0.416,-0.018,0.919,-22.949,-39.001,-4.272
-0.446,0.018,0.826,-16.907,-39.856,-1.465
-0.469,0.058,0.761,-8.423,-42.847,1.465
-0.463,0.066,0.744,-4.333,-46.997,3.418
-0.465,0.028,0.842,-2.441,-52.185,4.700
-0.461,0.010,0.890,-2.441,-55.359,7.019
-0.474,0.011,0.905,-0.061,-56.274,9.888
-0.474,0.043,0.809,4.639,-56.580,12.573
-0.486,0.067,0.781,11.169,-58.289,14.832
-0.789,1.828,4.000,58.777,-36.560,10.132
-0.604,-0.582,-1.257,141.602,107.239,-15.320
-0.398,0.062,1.043,48.340,36.865,1.587
-0.541,0.027,1.022,72.632,24.902,-2.625
-0.567,0.002,0.868,34.424,22.705,-1.770
-0.462,0.022,0.898,21.301,23.682,-0.977
-0.428,0.035,0.903,11.719,24.963,-1.770
-0.403,0.029,0.908,9.338,23.560,-2.136
-0.376,0.038,0.915,7.202,22.644,-1.953
Done. Type '시작' to run again.
