Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.335,-0.148,0.830,39.063,177.612,-32.166
-0.292,-0.279,0.865,43.396,174.072,-28.809
-0.262,-0.367,0.956,43.030,171.143,-22.522
-0.265,-0.338,0.958,41.321,171.509,-14.099
-0.251,-0.208,0.821,44.006,173.523,-5.798
-0.211,-0.050,0.682,45.654,172.852,-0.610
-0.159,0.073,0.650,42.603,168.640,0.793
-0.110,0.102,0.677,36.194,163.696,-1.465
-0.061,0.012,0.642,30.212,161.072,-4.700
-0.007,-0.122,0.594,22.461,159.058,-6.775
0.039,-0.224,0.596,13.184,155.945,-6.348
0.075,-0.293,0.568,8.057,153.381,-3.662
0.102,-0.289,0.520,6.348,151.123,1.282
0.130,-0.198,0.503,10.986,147.888,8.057
0.157,-0.099,0.469,14.465,144.226,13.367
0.177,-0.008,0.445,15.137,140.320,16.052
0.209,0.087,0.412,12.329,135.925,16.541
0.253,0.057,0.406,6.592,131.287,14.099
0.281,-0.047,0.465,-3.296,126.282,10.864
0.303,-0.022,0.537,-6.592,123.047,10.986
0.322,0.068,0.500,-1.892,122.559,12.207
0.352,0.080,0.359,3.418,123.169,11.047
0.377,0.034,0.175,7.202,121.277,9.216
0.409,0.003,0.020,4.822,115.906,8.545
0.446,0.024,-0.098,3.723,106.262,8.728
0.483,0.035,-0.164,2.869,94.604,8.667
0.515,0.022,-0.180,2.686,81.482,8.301
0.542,0.011,-0.161,1.831,68.176,8.606
0.557,0.047,-0.062,1.038,55.176,9.155
0.558,0.125,0.070,0.610,44.189,9.705
0.548,0.169,0.136,1.526,36.804,8.606
0.545,0.149,0.064,0.488,32.288,5.798
0.526,0.130,0.015,-5.310,26.306,3.113
0.526,0.105,0.007,-11.902,18.311,0.610
0.519,0.068,0.025,-16.785,10.010,-1.343
0.521,0.095,0.062,-16.968,1.770,-1.770
0.513,0.114,0.086,-11.780,-5.066,-2.197
0.516,0.120,0.053,-5.310,-11.658,-3.296
0.519,0.116,0.000,-0.916,-18.982,-4.150
0.519,0.073,0.007,-1.099,-27.893,-5.249
0.504,0.030,0.089,-1.526,-37.170,-6.409
0.500,0.021,0.119,0.122,-44.556,-6.287
0.484,0.017,0.131,-1.404,-50.659,-6.287
0.468,0.025,0.255,-6.348,-57.251,-5.981
0.450,0.050,0.439,-10.498,-62.683,-5.676
0.446,0.084,0.532,-9.888,-63.599,-5.432
0.439,0.075,0.556,-7.446,-62.012,-5.798
0.436,0.095,0.544,-5.249,-60.730,-6.042
0.433,0.108,0.504,-3.357,-60.059,-6.653
0.420,0.120,0.510,-5.249,-61.096,-7.996
0.414,0.147,0.528,-9.216,-62.744,-9.521
0.412,0.121,0.532,-13.184,-63.782,-12.329
0.397,0.030,0.516,-13.855,-64.514,-15.076
0.383,-0.078,0.461,-13.428,-65.857,-16.357
0.379,-0.160,0.413,-12.451,-68.542,-15.076
0.355,-0.161,0.372,-11.536,-72.937,-11.658
0.333,-0.073,0.362,-10.498,-78.918,-7.202
0.308,0.003,0.448,-12.390,-86.670,-4.639
0.296,0.008,0.644,-15.503,-94.177,-4.272
0.282,-0.013,0.898,-15.808,-98.694,-4.028
0.270,0.031,1.123,-10.742,-98.572,-2.441
0.264,0.143,1.238,-4.395,-93.201,-0.854
0.245,0.253,1.237,-1.160,-84.351,-1.648
0.226,0.303,1.163,-1.587,-75.684,-5.493
0.213,0.267,1.096,-5.310,-69.641,-11.780
0.195,0.154,1.055,-10.681,-65.674,-18.066
0.181,-0.014,0.994,-15.198,-62.683,-22.217
0.175,-0.155,0.919,-17.273,-61.035,-22.827
0.171,-0.239,0.898,-16.418,-61.829,-19.958
0.164,-0.278,0.916,-12.878,-63.049,-15.015
0.184,-0.303,0.900,-8.423,-63.660,-9.521
0.185,-0.257,0.873,-3.662,-64.758,-3.357
0.186,-0.056,0.883,3.479,-67.017,3.174
0.177,0.113,0.936,9.583,-70.068,6.226
0.164,0.180,1.025,7.141,-72.266,4.517
0.145,0.243,1.161,2.075,-73.425,1.465
0.131,0.279,1.269,-2.197,-71.838,-2.441
0.120,0.193,1.369,-6.287,-67.444,-7.446
0.123,0.061,1.357,-7.812,-61.035,-11.841
0.109,-0.071,1.272,-11.047,-53.101,-13.733
0.108,-0.173,1.122,-11.230,-46.936,-12.512
0.098,-0.168,1.001,-7.446,-44.861,-8.362
0.095,-0.077,0.937,-2.075,-46.265,-3.662
0.089,0.018,0.985,0.122,-49.744,-0.671
0.083,0.043,1.062,1.343,-52.490,0.000
0.083,0.014,1.088,2.380,-52.673,-0.244
0.080,0.039,1.090,2.808,-52.002,0.671
0.076,0.111,1.101,-0.122,-51.453,0.977
0.058,0.153,1.133,-1.709,-50.598,-0.366
0.047,0.175,1.137,-2.075,-48.889,-2.686
0.028,0.171,1.167,-3.174,-47.729,-5.066
0.016,0.117,1.212,-5.737,-46.265,-7.935
-0.001,0.035,1.269,-8.118,-44.128,-10.254
-0.022,-0.008,1.236,-9.338,-40.649,-10.498
-0.038,-0.108,1.216,-7.751,-37.415,-10.071
-0.054,-0.090,1.200,-9.277,-34.302,-7.568
-0.072,-0.048,1.120,-2.625,-30.823,-4.944
-0.061,-0.036,1.056,4.761,-28.809,-4.211
-0.060,-0.013,1.039,5.737,-28.137,-4.089
-0.034,-0.054,0.971,7.202,-26.855,-4.395
-0.022,-0.026,1.000,7.690,-26.794,-4.028
-0.004,0.093,1.020,8.728,-27.100,-2.441
-0.009,0.102,0.979,4.395,-26.306,-3.357
-0.028,0.062,0.890,1.465,-26.062,-4.822
-0.053,0.059,0.862,-2.258,-28.259,-5.310
-0.066,0.036,0.881,-5.493,-31.921,-6.165
-0.081,-0.031,0.971,-10.254,-35.278,-6.714
-0.107,-0.125,1.022,-10.315,-36.743,-6.287
-0.097,-0.147,1.015,-4.517,-36.560,-4.028
-0.101,-0.163,0.986,0.183,-35.645,-0.793
-0.103,-0.132,0.936,4.517,-35.645,3.174
-0.113,-0.001,0.867,6.592,-36.560,6.653
-0.088,0.089,0.914,6.592,-39.551,7.996
-0.104,0.179,1.011,9.827,-42.664,7.568
-0.114,0.219,1.014,12.146,-43.152,5.737
-0.123,0.205,1.015,9.521,-43.274,2.319
-0.144,0.160,1.054,4.578,-44.250,-0.549
-0.160,0.091,1.130,-1.831,-44.434,-2.747
-0.169,0.035,1.220,-7.263,-42.664,-3.662
Done. Type '시작' to run again.
