Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.572,0.041,0.410,-15.198,99.121,4.395
0.576,0.077,0.416,-16.418,95.886,3.174
0.599,0.114,0.454,-16.968,92.651,0.916
0.621,0.109,0.457,-17.456,90.820,-2.136
0.653,0.046,0.391,-17.090,90.637,-5.066
0.679,-0.044,0.288,-15.564,90.088,-6.958
0.687,-0.116,0.179,-14.038,88.135,-6.592
0.691,-0.117,0.123,-13.428,83.496,-4.150
0.705,-0.071,0.095,-10.071,77.148,-0.854
0.703,-0.026,0.100,-8.972,70.374,1.343
0.696,0.026,0.134,-10.620,63.599,2.441
0.704,0.092,0.136,-8.484,57.678,2.747
0.714,0.132,0.105,-3.174,52.917,1.587
0.729,0.135,0.035,2.625,48.889,-0.732
0.748,0.114,-0.065,9.705,45.044,-3.235
0.754,0.071,-0.232,15.991,41.443,-5.066
0.766,-0.002,-0.404,18.127,33.997,-7.019
0.761,-0.072,-0.543,13.306,21.912,-7.874
0.743,-0.082,-0.609,3.906,4.883,-6.958
0.728,-0.005,-0.568,-5.920,-15.869,-4.639
0.708,0.078,-0.504,-13.428,-35.522,-3.967
0.681,0.115,-0.447,-13.794,-51.758,-5.005
0.675,0.106,-0.410,-7.629,-66.162,-7.507
0.650,0.064,-0.400,-0.488,-79.041,-10.132
0.623,0.015,-0.459,10.010,-90.515,-12.207
0.592,-0.037,-0.596,22.522,-100.525,-13.794
0.528,-0.075,-0.698,27.344,-114.075,-14.587
0.464,-0.088,-0.657,19.470,-135.071,-14.465
0.380,-0.068,-0.468,1.526,-158.569,-13.489
0.324,0.002,-0.203,-12.756,-178.406,-12.268
0.291,0.073,-0.013,-20.691,-189.209,-11.902
0.236,0.140,0.109,-28.992,-195.068,-12.878
0.174,0.196,0.162,-39.429,-199.829,-14.648
0.107,0.213,0.277,-51.575,-206.726,-17.456
0.049,0.167,0.414,-58.594,-214.172,-20.386
0.007,0.027,0.631,-53.711,-220.581,-22.034
-0.025,-0.059,0.944,-44.678,-225.098,-19.836
0.005,-0.054,1.206,-22.156,-222.534,-14.038
0.065,0.032,1.292,9.155,-209.961,-7.812
0.098,0.210,1.136,32.471,-191.467,-4.395
0.050,0.386,0.772,36.377,-175.720,-6.042
-0.026,0.418,0.422,18.494,-169.006,-14.893
-0.143,0.315,0.303,-16.296,-175.171,-26.672
-0.232,0.158,0.506,-48.523,-192.139,-35.400
-0.299,0.002,0.950,-66.772,-209.045,-38.391
-0.345,-0.075,1.488,-66.406,-221.985,-35.767
-0.304,-0.105,2.010,-44.373,-226.746,-29.480
-0.244,-0.083,2.322,-28.931,-208.740,-22.827
-0.189,-0.023,2.453,-17.761,-172.424,-16.602
-0.136,0.039,2.344,-8.850,-135.864,-13.245
-0.103,0.082,1.994,-9.155,-99.792,-12.695
-0.107,0.104,1.532,-20.264,-71.411,-14.221
-0.125,0.106,1.065,-31.799,-53.528,-15.991
-0.155,0.103,0.705,-36.682,-49.377,-17.212
-0.208,0.047,0.524,-36.865,-59.570,-18.372
-0.225,-0.070,0.641,-36.743,-78.674,-19.226
-0.229,-0.176,0.926,-32.043,-95.947,-17.822
-0.241,-0.209,1.182,-19.714,-103.699,-12.695
-0.237,-0.169,1.366,-3.845,-102.966,-6.409
-0.223,-0.116,1.395,8.362,-94.849,-2.441
-0.216,-0.085,1.341,2.136,-83.862,-0.366
-0.228,-0.007,1.281,-6.409,-75.989,1.770
-0.246,0.133,1.228,-15.137,-70.679,3.601
-0.262,0.259,1.182,-21.301,-67.078,2.441
-0.278,0.297,1.199,-27.344,-65.857,-1.953
-0.291,0.225,1.242,-28.381,-64.636,-6.958
-0.299,0.090,1.272,-25.452,-62.073,-11.597
-0.293,-0.057,1.271,-18.982,-58.289,-13.123
