Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.513,-0.141,0.339,10.620,69.214,7.385
0.526,-0.075,0.030,11.719,68.665,11.169
0.537,-0.033,-0.167,11.353,65.247,13.855
0.537,0.030,-0.351,6.226,58.899,15.320
0.534,0.123,-0.450,4.578,46.997,15.564
0.540,0.223,-0.469,4.517,30.640,14.099
0.541,0.286,-0.454,0.671,14.587,10.315
0.529,0.315,-0.446,-6.409,-0.549,4.700
0.520,0.334,-0.401,-12.756,-14.648,-1.221
0.524,0.251,-0.214,-20.874,-29.419,-7.751
0.499,0.102,0.019,-29.480,-41.260,-13.977
0.484,-0.024,0.151,-29.480,-47.119,-16.602
0.457,-0.115,0.163,-23.437,-48.828,-16.479
0.462,-0.173,0.122,-17.639,-49.561,-14.160
0.443,-0.250,0.070,-13.672,-51.880,-10.681
0.423,-0.248,-0.023,-12.329,-55.847,-5.371
0.404,-0.169,-0.115,-12.634,-62.378,0.610
0.396,-0.044,-0.186,-14.587,-72.205,5.737
0.364,0.166,-0.191,-16.174,-84.473,8.545
0.319,0.402,-0.187,-17.456,-97.595,7.263
0.273,0.567,-0.101,-23.071,-110.779,0.854
0.242,0.500,0.163,-31.616,-124.023,-10.803
0.221,0.278,0.446,-40.405,-132.935,-22.949
0.225,0.037,0.633,-39.978,-135.071,-29.175
0.227,-0.116,0.763,-33.936,-132.996,-28.687
0.233,-0.117,0.821,-26.428,-128.479,-23.804
0.247,-0.046,0.793,-17.883,-122.192,-18.494
0.246,0.016,0.676,-13.611,-116.333,-15.808
0.231,0.022,0.493,-13.916,-113.464,-15.503
0.220,-0.045,0.352,-18.799,-115.295,-16.113
0.191,-0.176,0.395,-29.297,-121.643,-16.113
0.147,-0.334,0.552,-42.969,-128.906,-13.550
0.090,-0.380,0.681,-47.974,-132.202,-6.592
0.029,-0.255,0.751,-44.128,-132.812,3.174
-0.024,-0.104,0.802,-36.621,-132.568,11.536
-0.062,0.019,0.950,-27.649,-133.362,16.296
-0.073,0.142,1.153,-16.602,-134.094,18.433
-0.053,0.188,1.353,-11.475,-131.226,17.151
-0.049,0.198,1.532,-16.052,-125.000,14.221
-0.020,0.235,1.664,-21.179,-114.075,11.475
-0.002,0.160,1.704,-21.118,-99.670,7.141
-0.013,0.074,1.623,-20.325,-82.336,3.113
-0.028,0.056,1.378,-14.771,-65.613,1.526
-0.031,0.006,1.059,-9.766,-54.749,0.549
-0.045,-0.034,0.825,-8.484,-52.979,1.221
