Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.446,-0.068,0.332,-4.700,-15.015,-7.263
0.445,-0.081,0.336,-5.920,-17.700,-6.531
0.446,-0.073,0.325,-7.568,-20.386,-5.554
0.453,-0.029,0.328,-10.132,-23.682,-4.517
0.452,0.038,0.346,-11.536,-27.710,-4.089
0.441,0.084,0.376,-11.963,-31.433,-4.761
0.426,0.067,0.372,-12.512,-34.424,-6.592
0.431,0.016,0.383,-14.099,-37.842,-8.789
0.426,-0.043,0.435,-14.465,-41.687,-9.949
0.434,-0.093,0.448,-11.902,-44.128,-9.216
0.426,-0.074,0.404,-8.606,-46.204,-7.019
0.432,0.058,0.404,-5.981,-49.988,-4.578
0.436,0.152,0.457,-5.005,-54.993,-4.761
0.431,0.120,0.501,-7.263,-59.021,-8.118
0.428,0.013,0.484,-9.949,-61.951,-11.902
0.420,-0.081,0.476,-13.428,-65.613,-13.184
0.391,-0.140,0.566,-17.700,-70.679,-12.024
0.352,-0.169,0.672,-21.545,-74.707,-9.399
0.317,-0.145,0.722,-22.949,-76.660,-5.981
0.291,-0.062,0.768,-20.203,-78.064,-2.441
0.263,0.060,0.855,-17.517,-79.041,0.000
0.257,0.172,0.930,-16.052,-78.552,-0.122
0.257,0.197,0.969,-16.052,-76.294,-2.869
0.266,0.163,0.948,-15.015,-72.998,-6.592
0.280,0.126,0.908,-12.573,-70.251,-10.071
0.286,0.068,0.846,-12.207,-68.726,-12.817
0.277,0.004,0.750,-14.160,-68.420,-14.587
0.271,-0.096,0.668,-19.226,-70.313,-15.381
0.250,-0.232,0.716,-26.123,-75.073,-15.015
0.212,-0.274,0.783,-25.452,-79.468,-10.437
0.176,-0.207,0.806,-22.095,-81.909,-4.089
0.139,-0.114,0.854,-21.240,-84.045,1.160
0.115,-0.018,0.967,-18.738,-86.670,4.578
0.118,0.081,1.048,-14.771,-87.585,6.287
0.141,0.121,1.105,-11.108,-85.876,5.554
0.141,0.139,1.187,-6.104,-84.045,3.906
0.147,0.128,1.241,-2.930,-80.566,2.136
0.132,0.129,1.259,-2.808,-75.562,0.549
0.116,0.170,1.261,-4.089,-70.129,-1.160
0.096,0.170,1.223,-5.615,-64.392,-3.601
0.069,0.041,1.119,-9.277,-58.777,-6.897
0.054,-0.089,1.005,-11.292,-55.481,-8.240
0.051,-0.114,0.988,-9.094,-55.908,-5.737
0.057,-0.084,1.019,-4.700,-57.373,-2.441
0.067,-0.074,1.035,-1.404,-57.861,0.305
0.070,-0.052,1.059,1.709,-57.861,2.686
0.073,0.006,1.066,3.174,-57.251,5.005
0.066,0.052,1.036,1.099,-56.091,5.615
0.052,0.089,0.968,-3.540,-55.054,4.761
0.029,0.097,0.928,-9.644,-55.542,3.296
0.001,0.069,0.940,-16.235,-57.434,2.014
-0.020,0.019,1.007,-22.156,-59.448,1.770
-0.038,0.036,1.073,-23.315,-60.974,3.967
-0.064,0.138,1.212,-22.522,-61.890,7.202
-0.060,0.258,1.318,-21.851,-59.753,8.057
-0.055,0.286,1.334,-17.700,-54.199,5.310
-0.042,0.256,1.322,-16.418,-47.974,1.465
