Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.338,0.020,0.271,-1.648,118.164,15.259
0.366,0.054,0.153,-5.920,114.258,14.404
0.390,0.073,0.077,-3.479,107.788,13.123
0.420,0.137,0.054,-1.160,99.487,12.207
0.445,0.231,0.123,0.854,89.905,10.498
0.450,0.335,0.221,2.441,81.848,7.080
0.470,0.360,0.322,0.366,76.111,1.038
0.490,0.262,0.358,-5.737,72.937,-5.432
0.512,0.092,0.326,-11.902,71.655,-10.437
0.472,0.031,0.331,-21.912,69.397,-12.024
0.468,0.043,0.310,-18.250,66.833,-11.169
0.070,0.095,0.078,-15.930,63.538,-11.597
1.501,0.343,-1.255,98.206,-62.988,-10.071
0.149,0.215,1.210,-139.526,-89.417,-13.611
0.525,0.016,0.752,-93.628,-55.115,-23.132
0.451,-0.127,0.825,-48.706,-30.029,-21.545
0.482,-0.143,0.813,-44.067,-16.113,-19.165
0.490,-0.120,0.801,-6.592,-2.930,-13.672
0.490,-0.144,0.807,7.263,6.958,-10.925
0.493,-0.113,0.792,22.034,17.090,-6.775
0.467,-0.006,0.704,26.001,28.442,-3.235
0.455,0.132,0.339,11.658,52.063,-0.488
0.468,0.181,-0.016,6.592,46.204,-2.136
0.483,0.154,-0.260,-1.282,20.630,-6.714
0.502,0.070,-0.245,-22.888,-2.930,-11.169
0.502,-0.011,0.028,-41.809,-28.625,-13.977
0.509,-0.050,0.349,-45.654,-45.410,-13.855
0.519,-0.069,0.570,-35.767,-53.162,-11.780
0.534,-0.084,0.666,-20.020,-53.772,-9.399
0.527,-0.091,0.655,-0.732,-50.964,-7.019
0.544,-0.109,0.593,12.573,-48.340,-4.944
0.536,-0.107,0.635,16.296,-48.889,-3.601
0.539,-0.016,0.730,17.822,-50.049,-1.099
0.529,0.106,0.799,16.174,-48.950,0.244
0.509,0.161,0.801,9.033,-45.837,-1.526
0.488,0.117,0.757,-2.563,-42.542,-4.944
0.466,0.040,0.679,-13.855,-40.283,-8.362
0.465,-0.046,0.595,-21.973,-39.795,-10.315
0.463,-0.130,0.539,-28.320,-41.260,-10.376
0.453,-0.158,0.508,-28.625,-44.373,-8.057
0.471,-0.073,0.508,-23.132,-48.157,-4.700
0.477,0.006,0.541,-16.907,-52.429,-3.113
0.476,0.002,0.543,-13.123,-55.847,-3.845
0.465,-0.054,0.516,-12.024,-58.899,-4.944
0.453,-0.093,0.545,-12.390,-63.110,-4.883
0.431,-0.070,0.665,-13.611,-68.665,-3.723
0.423,-0.052,0.801,-11.597,-72.021,-1.892
0.394,-0.014,0.876,-8.240,-72.327,0.122
0.384,0.067,0.923,-3.296,-71.411,2.747
0.371,0.140,1.001,-1.831,-70.618,3.662
0.366,0.165,1.098,-4.944,-69.397,2.197
0.349,0.208,1.198,-9.827,-66.528,-0.244
0.342,0.270,1.239,-11.292,-60.486,-3.052
0.331,0.234,1.181,-18.188,-52.307,-8.240
0.323,0.072,1.096,-29.053,-44.434,-14.954
0.323,-0.118,0.973,-29.114,-38.696,-18.372
0.315,-0.279,0.850,-26.062,-35.156,-17.151
0.316,-0.344,0.703,-15.808,-34.363,-11.475
0.318,-0.256,0.590,-1.526,-36.926,-3.662
0.327,-0.068,0.533,11.536,-43.091,3.479
0.328,0.038,0.556,12.878,-51.392,6.042
0.321,0.062,0.679,4.028,-60.059,5.066
0.290,0.106,0.860,-5.615,-66.895,4.333
0.258,0.133,1.021,-13.977,-69.824,3.174
0.225,0.143,1.183,-21.484,-69.336,1.038
0.204,0.171,1.320,-19.714,-66.284,-0.549
0.197,0.186,1.391,-14.771,-59.448,-2.502
0.201,0.131,1.322,-9.033,-48.706,-4.822
0.203,0.028,1.137,-5.493,-38.391,-7.019
0.224,-0.088,0.941,-6.653,-32.532,-8.057
0.228,-0.157,0.802,-7.080,-31.799,-6.165
0.246,-0.166,0.717,-6.287,-34.546,-2.258
0.244,-0.138,0.632,-5.310,-39.063,2.625
0.221,-0.050,0.593,-1.892,-45.898,8.240
0.185,0.080,0.620,0.122,-54.749,12.634
0.124,0.286,0.714,0.916,-63.354,14.587
0.078,0.462,0.870,1.343,-70.740,12.146
0.056,0.482,1.106,-2.441,-74.829,4.028
0.056,0.374,1.320,-5.554,-73.853,-5.493
0.092,0.152,1.477,-8.423,-67.627,-13.733
0.110,-0.103,1.500,-7.629,-57.129,-17.822
0.134,-0.279,1.308,-4.089,-42.297,-15.381
0.124,-0.276,1.028,-1.892,-32.410,-7.996
0.130,-0.145,0.780,1.648,-30.151,0.244
0.102,-0.011,0.673,-1.587,-35.034,6.165
0.083,0.077,0.693,-4.761,-43.701,9.399
0.060,0.163,0.781,-6.958,-52.246,11.047
0.023,0.260,0.848,-3.906,-58.411,11.353
-0.001,0.358,0.865,-1.099,-62.134,9.216
-0.024,0.480,0.989,-0.610,-65.979,4.456
-0.040,0.472,1.168,-4.028,-68.665,-3.479
-0.042,0.264,1.279,-11.169,-66.101,-13.062
-0.035,0.030,1.315,-19.348,-60.059,-19.165
-0.049,-0.112,1.341,-24.414,-53.345,-19.287
-0.047,-0.183,1.258,-22.644,-45.227,-15.503
-0.048,-0.241,1.155,-13.428,-38.025,-10.010
-0.066,-0.230,1.023,-1.343,-33.630,-3.296
-0.033,-0.144,0.885,11.902,-32.227,4.028
-0.057,-0.054,0.844,20.508,-34.607,9.949
-0.064,0.038,0.819,21.790,-38.513,13.611
-0.082,0.151,0.833,17.822,-43.030,15.381
-0.112,0.347,0.863,14.465,-47.180,14.709
-0.125,0.446,0.898,16.174,-50.537,9.888
-0.138,0.348,0.909,14.343,-52.673,1.160
-0.152,0.181,0.914,10.376,-54.138,-5.493
-0.160,0.057,0.947,5.005,-55.542,-8.423
-0.172,-0.031,1.000,-1.709,-56.641,-8.301
-0.177,-0.154,1.106,-6.653,-56.946,-6.775
-0.200,-0.167,1.208,-8.240,-55.481,-3.052
-0.178,-0.107,1.181,-4.456,-51.086,2.563
-0.188,-0.055,1.036,-1.892,-46.692,6.592
-0.181,0.034,0.903,-1.648,-45.288,9.705
-0.187,0.118,0.854,-4.211,-47.180,10.681
-0.209,0.250,0.870,-4.456,-50.171,10.132
-0.214,0.292,0.897,-3.540,-52.979,7.019
-0.233,0.168,0.901,-6.287,-55.176,1.953
-0.246,0.104,0.918,-5.737,-57.373,0.122
-0.256,0.157,1.024,-3.357,-60.669,1.587
-0.277,0.254,1.177,-1.221,-62.927,2.563
Done. Type '시작' to run again.
