Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.256,-0.432,0.361,40.771,138.123,12.817
0.273,-0.350,0.438,37.292,127.136,20.874
0.291,-0.251,0.624,32.410,116.455,26.245
0.303,-0.138,0.778,27.588,109.985,28.992
0.321,-0.036,0.818,19.409,110.535,29.114
0.330,0.037,0.760,10.559,113.586,26.367
0.367,0.044,0.623,4.944,115.662,21.179
0.401,-0.016,0.452,-3.235,116.577,15.442
0.440,-0.099,0.300,-10.559,113.037,11.047
0.466,-0.126,0.220,-17.822,105.347,9.521
0.496,-0.118,0.211,-24.475,95.154,9.644
0.490,-0.096,0.242,-27.527,84.717,9.827
0.483,-0.096,0.341,-30.029,75.073,9.521
0.491,-0.109,0.529,-27.161,65.796,9.949
0.497,-0.096,0.698,-17.029,61.646,11.536
0.490,-0.063,0.788,-4.700,64.270,13.794
0.497,-0.055,0.749,10.193,70.557,15.625
0.490,-0.030,0.643,19.409,77.148,16.968
0.506,0.013,0.486,19.531,82.031,17.151
0.520,0.051,0.370,15.259,82.581,16.235
0.544,0.058,0.311,6.287,80.017,13.733
0.573,0.032,0.264,-2.380,76.355,10.620
0.594,-0.027,0.231,-13.428,72.754,8.240
0.585,-0.076,0.256,-24.780,67.383,7.568
0.601,-0.045,0.271,-27.283,62.378,8.911
0.607,0.009,0.240,-23.376,59.082,10.559
0.618,0.025,0.131,-16.235,56.824,10.925
0.628,-0.000,-0.011,-11.108,53.711,10.681
0.627,-0.001,-0.098,-7.629,45.959,10.986
0.637,0.080,-0.106,-2.930,34.973,11.841
0.638,0.206,-0.061,3.723,23.987,11.353
0.635,0.281,-0.046,6.348,15.808,7.507
0.626,0.247,-0.112,5.981,10.132,0.427
0.636,0.101,-0.249,4.333,5.493,-6.348
0.639,-0.081,-0.440,2.502,-1.099,-11.414
0.625,-0.243,-0.593,-1.770,-12.817,-13.306
0.617,-0.364,-0.694,-2.869,-29.175,-10.132
0.599,-0.425,-0.679,-4.517,-48.584,-4.761
0.563,-0.407,-0.558,-9.277,-67.505,1.953
0.526,-0.314,-0.358,-16.541,-84.167,9.338
0.493,-0.178,-0.159,-22.644,-97.046,15.625
0.454,-0.057,0.019,-26.123,-105.957,19.104
0.424,0.041,0.133,-25.879,-110.046,19.653
0.430,0.065,0.170,-20.264,-111.450,17.944
0.434,0.033,0.152,-19.592,-112.427,15.198
0.445,-0.005,0.045,-20.691,-113.953,13.794
0.408,0.059,0.013,-29.724,-119.202,14.160
0.372,0.219,0.096,-39.856,-128.601,14.954
0.341,0.359,0.210,-45.105,-137.695,12.878
0.304,0.361,0.318,-49.683,-144.470,5.981
0.270,0.243,0.382,-51.514,-149.536,-1.099
0.253,0.070,0.334,-49.133,-152.039,-4.517
0.209,-0.047,0.302,-52.673,-156.555,-3.723
0.146,-0.018,0.375,-57.251,-165.344,1.587
0.085,0.148,0.551,-55.725,-175.659,8.545
0.052,0.359,0.784,-49.500,-184.509,12.817
-0.005,0.514,0.989,-41.199,-188.416,11.536
-0.060,0.624,1.217,-32.593,-187.622,4.944
-0.071,0.571,1.422,-20.081,-183.472,-5.310
-0.062,0.367,1.588,-10.010,-174.805,-17.029
-0.031,0.090,1.648,-6.836,-158.264,-26.367
-0.003,-0.143,1.576,-8.972,-139.709,-28.137
0.002,-0.236,1.386,-13.672,-121.826,-22.644
-0.021,-0.154,1.173,-19.165,-109.253,-14.221
-0.042,0.014,0.978,-19.409,-102.478,-6.470
-0.066,0.159,0.818,-16.907,-101.563,-3.479
-0.091,0.227,0.724,-12.939,-106.628,-4.333
-0.125,0.182,0.637,-8.484,-113.708,-7.812
-0.155,0.017,0.670,-9.155,-122.192,-11.963
-0.200,-0.165,0.885,-14.038,-131.592,-13.123
-0.219,-0.280,1.109,-13.855,-136.230,-8.972
-0.248,-0.273,1.242,-11.475,-134.033,-1.404
-0.265,-0.111,1.257,-8.606,-128.418,8.057
-0.296,0.129,1.195,-7.446,-122.192,14.771
-0.320,0.351,1.137,-8.179,-117.859,15.930
-0.332,0.477,1.089,-4.822,-115.906,11.230
-0.344,0.409,1.025,-4.700,-114.258,1.892
-0.354,0.186,1.042,-10.925,-113.892,-7.324
-0.359,-0.040,1.070,-17.273,-113.159,-12.024
-0.367,-0.188,1.043,-19.653,-110.107,-10.376
-0.390,-0.243,0.982,-16.357,-107.239,-4.944
-0.425,-0.126,0.979,-14.954,-106.567,2.686
-0.448,0.051,0.964,-9.827,-106.689,8.972
