Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.650,-0.004,0.584,-20.264,-20.874,-9.277
0.655,-0.070,0.563,-34.241,-20.630,-8.118
0.642,-0.045,0.583,-47.607,-20.325,-4.883
0.632,0.047,0.584,-41.321,-20.386,-0.549
0.622,0.127,0.524,-31.372,-18.372,1.892
0.615,0.128,0.385,-17.029,-16.113,1.770
0.625,0.110,0.261,-4.517,-16.052,-0.122
0.617,0.011,0.145,8.667,-20.020,-3.784
0.591,-0.016,0.117,15.320,-28.198,-2.380
0.594,0.081,0.176,17.639,-39.063,4.333
0.606,0.156,0.213,21.484,-46.204,6.409
0.597,0.074,0.235,19.714,-51.697,-0.122
0.579,-0.020,0.230,18.982,-55.969,-3.906
0.566,-0.015,0.201,17.883,-60.669,-1.160
0.545,0.025,0.195,15.198,-66.895,2.747
0.515,0.052,0.177,12.207,-73.120,4.395
0.505,0.037,0.150,12.146,-78.674,3.662
0.498,-0.026,0.152,12.146,-85.938,2.258
0.477,-0.092,0.167,7.507,-92.896,2.319
0.444,-0.089,0.204,9.583,-99.976,5.798
0.436,-0.047,0.178,19.897,-105.103,10.803
0.407,-0.029,0.170,23.865,-110.962,12.146
0.354,0.051,0.206,22.766,-119.812,14.954
0.329,0.241,0.281,30.090,-129.395,18.250
0.296,0.409,0.373,30.090,-137.085,14.160
0.275,0.573,0.421,26.184,-142.029,7.751
0.268,0.700,0.422,19.531,-144.958,-1.282
0.243,0.692,0.456,7.751,-148.132,-13.489
0.250,0.367,0.535,-8.057,-151.733,-29.480
0.250,-0.124,0.702,-28.442,-155.884,-42.053
0.209,-0.684,0.817,-28.137,-154.907,-43.213
0.172,-0.850,1.014,-10.376,-153.503,-20.813
0.099,-0.689,1.175,26.855,-152.161,4.028
0.049,-0.350,1.270,57.312,-148.132,24.414
0.006,-0.022,1.294,74.463,-141.724,35.339
-0.014,0.209,1.243,75.073,-134.033,36.621
-0.025,0.331,1.222,57.373,-129.028,30.334
-0.019,0.354,1.173,31.128,-124.695,19.226
-0.018,0.255,1.123,0.610,-120.483,6.165
-0.018,0.111,1.141,-29.846,-118.652,-3.906
-0.022,0.003,1.148,-42.603,-117.065,-7.629
-0.039,-0.097,1.158,-50.781,-115.112,-7.507
-0.061,-0.155,1.186,-50.415,-114.258,-3.967
-0.085,-0.105,1.249,-46.082,-113.037,2.625
-0.101,-0.022,1.264,-33.630,-110.229,9.521
-0.099,0.028,1.234,-21.545,-105.713,13.733
-0.105,0.038,1.228,-15.564,-102.051,15.320
-0.104,0.012,1.235,-8.545,-98.816,16.296
-0.103,-0.082,1.186,-3.662,-94.238,17.151
-0.133,-0.102,1.160,-6.531,-90.942,20.325
-0.156,0.029,1.151,-2.808,-89.050,26.184
-0.169,0.193,1.140,5.188,-87.769,29.968
-0.176,0.256,1.142,6.836,-86.121,28.015
-0.183,0.235,1.159,6.470,-84.167,22.644
-0.188,0.260,1.152,7.324,-81.360,18.738
-0.197,0.264,1.100,4.028,-77.332,15.137
-0.205,0.165,0.966,-2.441,-73.181,10.132
-0.226,0.060,0.880,-6.287,-73.425,7.507
-0.251,-0.020,0.888,-10.254,-77.637,8.240
-0.284,-0.034,1.012,-9.827,-83.374,11.841
-0.301,0.055,1.177,-3.967,-87.036,17.090
-0.293,0.135,1.300,3.052,-85.999,20.508
-0.282,0.159,1.377,11.414,-81.238,21.362
-0.289,0.205,1.331,24.048,-73.547,21.729
-0.274,0.256,1.179,32.349,-64.392,20.996
-0.283,0.213,1.068,32.227,-59.631,16.724
-0.294,0.145,1.049,27.466,-59.021,12.329
-0.325,0.099,1.012,27.832,-58.350,9.949
-0.366,0.109,0.986,24.292,-57.190,9.155
-0.398,0.180,0.946,23.987,-57.861,8.911
-0.417,0.183,0.913,21.790,-59.509,6.165
-0.413,0.089,0.957,15.930,-62.927,1.587
-0.421,-0.019,1.099,10.437,-67.078,-1.343
-0.420,-0.079,1.250,9.033,-67.322,-1.282
-0.409,-0.104,1.293,17.456,-61.951,1.526
-0.402,-0.116,1.212,25.635,-53.467,4.639
-0.397,-0.079,1.101,26.001,-46.936,7.446
-0.410,0.039,1.084,22.766,-44.250,10.376
-0.450,0.198,1.042,25.146,-43.213,11.597
-0.463,0.261,0.974,19.775,-41.138,8.240
-0.478,0.194,0.927,12.939,-41.382,1.160
-0.479,0.100,0.908,5.676,-43.030,-4.333
-0.477,0.036,0.893,-3.906,-44.800,-6.958
-0.461,-0.015,0.930,-14.465,-46.814,-8.362
-0.456,-0.102,1.036,-20.203,-48.950,-8.911
-0.454,-0.137,1.166,-22.827,-47.852,-7.263
-0.461,-0.151,1.172,-16.418,-41.992,-3.967
-0.476,-0.167,1.033,-9.644,-33.875,-0.610
-0.493,-0.136,0.869,-5.371,-29.480,3.906
-0.504,-0.048,0.758,-3.174,-30.701,8.545
-0.520,0.011,0.759,-4.333,-35.828,11.597
-0.542,0.091,0.842,-5.127,-42.114,13.184
-0.545,0.203,0.939,-3.540,-45.593,13.855
-0.544,0.279,0.974,-1.465,-45.959,11.658
-0.532,0.305,0.971,-2.197,-44.067,7.019
-0.528,0.276,1.057,-5.615,-43.884,0.854
-0.999,0.362,3.866,-3.906,-44.556,-5.188
-0.495,-0.056,0.612,68.054,27.039,-6.897
-0.600,-0.164,-0.255,50.720,89.661,-3.296
-0.530,-0.030,2.022,-9.583,-15.747,-0.061
-0.611,0.045,0.336,-16.663,34.058,0.793
-0.567,0.001,1.135,-16.846,24.475,-3.296
-0.515,0.024,0.729,-9.888,18.127,-0.122
-0.480,-0.014,0.900,-7.874,22.217,-0.427
-0.470,0.036,0.879,-12.512,22.461,-1.709
