Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-0.089,0.120,0.843,27.466,161.987,13.367
-0.071,0.110,0.650,26.733,164.307,11.047
-0.048,0.079,0.440,22.217,163.330,8.179
0.013,0.033,0.265,15.259,157.654,5.798
0.073,-0.057,0.213,5.432,147.400,4.089
0.123,-0.056,0.334,-3.357,133.972,4.761
0.172,0.032,0.515,-6.287,123.108,6.836
0.197,0.069,0.729,-7.874,117.798,6.348
0.193,0.030,0.952,-9.705,116.699,3.784
0.205,-0.020,1.022,-2.747,121.338,2.319
0.216,-0.093,0.920,6.104,129.395,2.380
0.220,-0.141,0.736,11.780,136.169,4.822
0.231,-0.119,0.530,15.320,138.794,8.606
0.235,-0.059,0.341,15.442,137.207,12.024
0.269,-0.019,0.197,13.062,131.470,13.428
0.309,-0.034,0.097,7.507,122.864,13.000
0.349,-0.140,0.107,-0.427,111.877,12.024
0.378,-0.164,0.193,-3.296,99.487,13.733
0.409,-0.097,0.235,-1.160,89.905,17.517
0.433,-0.011,0.278,1.099,82.336,19.836
0.454,0.117,0.353,3.662,74.768,20.569
0.468,0.205,0.449,3.174,68.909,18.494
0.473,0.228,0.559,1.648,65.369,13.550
0.488,0.236,0.619,4.883,64.453,8.179
0.503,0.198,0.563,7.690,66.467,2.869
0.521,0.118,0.384,7.446,68.481,-2.075
0.552,0.017,0.171,4.639,67.200,-5.005
0.593,-0.073,-0.006,1.404,61.646,-6.348
0.615,-0.132,-0.126,-3.357,52.429,-5.066
0.630,-0.154,-0.204,-9.094,39.734,-2.869
0.629,-0.181,-0.213,-15.930,25.269,0.549
0.618,-0.136,-0.061,-19.470,8.118,4.883
0.607,0.041,0.174,-16.479,-4.578,9.766
0.597,0.248,0.387,-11.414,-11.353,11.719
0.596,0.341,0.487,-5.981,-12.573,8.545
0.607,0.359,0.490,-0.977,-10.437,2.563
0.607,0.310,0.414,4.333,-8.362,-3.540
0.611,0.220,0.302,4.761,-7.751,-8.911
0.605,0.163,0.192,1.160,-9.705,-12.939
0.597,0.112,0.061,-3.967,-14.343,-15.503
0.572,0.059,-0.055,-10.498,-21.973,-17.151
0.567,0.041,-0.116,-14.587,-32.349,-17.090
0.531,0.052,-0.120,-17.578,-44.922,-16.174
0.507,0.044,-0.061,-18.860,-58.105,-15.564
0.475,-0.002,0.070,-18.799,-70.801,-14.893
0.453,-0.073,0.286,-17.639,-81.055,-14.038
0.440,-0.091,0.516,-13.306,-86.853,-11.780
0.429,-0.001,0.672,-4.700,-87.158,-8.789
0.429,0.156,0.713,6.165,-83.069,-7.324
0.425,0.242,0.620,12.329,-77.454,-10.010
0.409,0.198,0.491,5.371,-74.280,-16.235
0.397,0.134,0.384,-6.531,-75.378,-21.729
0.361,0.097,0.269,-18.127,-79.224,-24.719
0.328,0.012,0.174,-27.893,-85.999,-26.550
0.307,-0.132,0.311,-36.255,-96.863,-26.917
0.298,-0.226,0.599,-37.659,-107.239,-23.987
0.290,-0.239,0.818,-28.198,-111.328,-17.822
0.291,-0.225,0.918,-14.893,-108.948,-11.108
0.281,-0.154,0.877,-2.075,-103.210,-5.554
0.273,-0.073,0.772,9.460,-97.900,-2.136
0.234,0.062,0.726,14.099,-95.947,-0.732
0.191,0.244,0.744,10.986,-96.558,-2.075
0.149,0.263,0.748,0.366,-97.107,-7.568
0.115,0.114,0.702,-15.015,-98.083,-14.832
0.080,0.029,0.716,-26.489,-101.257,-18.005
0.060,0.021,0.821,-31.433,-106.262,-17.639
0.063,-0.028,0.970,-31.921,-109.924,-17.090
0.064,-0.140,1.069,-26.672,-110.901,-16.296
0.081,-0.246,1.100,-19.226,-108.215,-13.428
0.076,-0.277,1.166,-13.489,-104.431,-8.118
0.062,-0.137,1.190,-5.310,-99.792,-1.587
0.044,0.029,1.117,3.357,-93.872,2.563
0.032,0.096,1.043,7.080,-89.478,1.953
0.000,0.109,1.072,1.953,-87.952,-0.916
-0.033,0.140,1.112,-6.409,-86.487,-3.479
-0.058,0.138,1.076,-11.230,-83.313,-5.920
-0.068,0.074,1.063,-18.250,-81.238,-9.094
-0.071,-0.019,1.074,-22.400,-80.017,-11.230
-0.066,-0.152,1.041,-23.315,-77.881,-11.414
-0.065,-0.242,0.959,-22.339,-76.111,-8.667
-0.055,-0.204,0.862,-16.968,-76.538,-3.174
-0.059,-0.110,0.818,-9.216,-79.956,2.747
-0.078,-0.047,0.877,-4.211,-85.388,7.141
-0.107,0.059,0.988,-2.441,-90.759,10.071
-0.151,0.162,1.123,-1.282,-93.628,11.536
-0.178,0.254,1.268,-2.686,-93.628,10.559
-0.191,0.275,1.385,-7.446,-90.210,6.897
-0.194,0.217,1.427,-13.245,-83.862,1.465
-0.187,0.070,1.431,-19.348,-75.684,-2.991
-0.192,-0.063,1.363,-22.217,-67.017,-4.395
-0.210,-0.084,1.230,-15.381,-59.570,-2.563
-0.212,-0.023,1.070,-4.944,-55.969,0.977
-0.219,0.028,1.017,3.662,-56.885,3.540
-0.236,0.049,1.002,8.789,-60.059,5.188
-0.261,0.053,0.990,11.658,-63.171,6.409
-0.278,0.046,0.996,10.925,-66.589,6.958
-0.287,0.032,1.080,6.104,-70.190,6.775
-0.277,0.013,1.189,2.014,-71.350,6.653
-0.268,-0.001,1.237,1.648,-68.604,7.080
-0.271,-0.018,1.189,1.160,-63.477,7.568
-0.268,-0.001,1.110,-5.005,-59.143,7.568
-0.287,0.097,1.077,-12.451,-57.373,7.385
-0.312,0.159,0.997,-14.465,-56.458,6.165
-0.326,0.112,0.897,-12.695,-57.678,3.845
-0.364,0.068,0.911,-6.042,-62.622,3.601
-0.401,0.146,1.003,-2.075,-67.993,5.798
-0.394,0.123,1.074,8.362,-70.068,6.958
-0.415,0.082,1.185,16.541,-70.496,7.141
-0.397,0.025,1.240,29.602,-68.115,7.751
-0.397,-0.006,1.317,34.058,-64.270,8.545
-0.401,0.067,1.380,38.452,-58.716,9.705
-0.405,0.192,1.405,44.739,-51.514,9.155
-0.410,0.255,1.365,37.964,-43.335,5.249
-0.417,0.231,1.251,26.062,-35.645,-1.038
-0.435,0.169,1.128,11.353,-30.334,-6.592
-0.451,0.073,1.007,-0.366,-27.771,-11.414
-0.458,-0.034,0.905,-8.728,-28.259,-14.221
-0.461,-0.146,0.873,-15.869,-30.640,-14.465
-0.448,-0.245,0.913,-20.142,-33.813,-12.146
Done. Type '시작' to run again.
