Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
0.596,0.031,-0.536,11.719,81.970,5.310
0.620,-0.031,-0.471,0.854,63.293,2.686
0.630,-0.054,-0.243,-9.766,42.664,1.526
0.639,-0.011,0.011,-10.681,28.198,2.319
0.627,0.047,0.161,-2.563,22.644,2.808
0.623,0.070,0.164,5.615,22.583,1.648
0.615,0.052,0.080,10.803,22.705,-0.732
0.612,0.008,-0.011,12.329,20.325,-2.808
0.605,-0.041,-0.106,13.672,15.869,-3.967
0.610,-0.058,-0.228,9.888,10.132,-4.272
0.616,-0.079,-0.373,1.953,2.686,-4.395
0.608,-0.071,-0.486,-4.822,-6.592,-4.333
0.590,-0.005,-0.617,-6.653,-19.165,-3.845
0.564,0.089,-0.663,-11.292,-37.964,-3.723
0.525,0.130,-0.605,-21.240,-59.021,-5.371
0.474,0.102,-0.430,-33.325,-79.834,-9.094
0.454,0.030,-0.044,-41.077,-100.098,-13.062
0.437,-0.062,0.305,-38.879,-109.680,-15.686
0.418,-0.071,0.516,-31.677,-107.605,-15.442
0.435,-0.030,0.567,-20.630,-99.365,-13.733
0.458,0.002,0.450,-13.184,-90.210,-13.062
0.475,-0.001,0.259,-9.888,-84.473,-12.939
0.467,0.014,0.095,-9.949,-84.656,-12.329
0.456,0.091,-0.080,-14.648,-89.539,-11.597
0.415,0.200,-0.241,-21.729,-98.755,-12.146
0.374,0.270,-0.305,-27.283,-113.953,-15.198
0.325,0.192,-0.103,-38.513,-134.399,-21.362
0.287,0.020,0.271,-48.340,-153.320,-27.039
0.267,-0.122,0.727,-49.500,-166.565,-28.381
0.255,-0.140,1.108,-49.316,-167.114,-25.574
0.265,-0.084,1.327,-39.368,-157.471,-20.447
0.277,-0.038,1.390,-29.968,-140.808,-16.968
0.265,0.005,1.360,-26.123,-123.840,-14.893
0.254,0.061,1.270,-28.564,-109.009,-14.038
0.231,0.087,1.155,-37.109,-97.351,-15.320
0.219,0.033,1.002,-41.992,-88.806,-17.761
0.203,-0.081,0.862,-43.823,-84.106,-19.836
0.201,-0.223,0.743,-40.710,-83.252,-18.799
0.203,-0.369,0.689,-37.415,-85.571,-14.343
0.210,-0.519,0.711,-34.912,-89.966,-6.897
0.179,-0.599,0.809,-34.424,-94.971,3.723
0.146,-0.416,0.922,-28.076,-98.206,18.982
0.103,0.038,1.039,-10.437,-99.487,32.898
0.086,0.507,1.150,4.456,-98.816,36.987
0.059,0.760,1.262,7.935,-95.886,27.100
0.060,0.772,1.353,4.333,-90.698,8.911
0.069,0.574,1.371,-0.854,-82.947,-10.559
0.091,0.244,1.310,-6.775,-73.547,-26.306
0.125,-0.043,1.216,-7.019,-65.063,-33.325
0.162,-0.179,1.090,-0.854,-59.448,-32.227
0.180,-0.239,0.995,0.366,-57.190,-28.198
0.177,-0.315,0.944,-1.953,-57.739,-23.682
0.154,-0.407,0.933,-2.380,-60.242,-18.433
0.124,-0.477,0.921,-1.099,-63.538,-10.742
0.090,-0.412,0.942,-2.625,-67.261,-1.892
0.037,-0.161,1.043,-1.648,-70.984,7.263
-0.000,0.188,1.198,2.625,-72.693,11.780
-0.028,0.390,1.346,9.521,-70.679,7.874
-0.014,0.394,1.438,16.846,-64.941,-2.258
0.020,0.274,1.451,19.897,-56.091,-13.367
0.059,0.044,1.368,15.991,-46.326,-23.010
0.086,-0.203,1.245,4.211,-38.696,-27.832
0.104,-0.352,1.147,-4.028,-34.485,-26.123
0.101,-0.375,1.075,-8.362,-33.203,-19.714
0.085,-0.331,0.997,-4.883,-33.081,-11.902
0.072,-0.261,0.908,2.197,-34.180,-5.310
0.048,-0.212,0.868,5.981,-37.354,-0.793
0.010,-0.111,0.875,8.789,-42.114,3.357
-0.018,0.052,0.932,9.155,-47.119,5.737
-0.040,0.240,1.022,8.179,-51.636,4.517
-0.050,0.281,1.161,4.395,-54.382,-1.709
-0.053,0.191,1.307,-0.244,-54.871,-9.766
-0.061,0.071,1.431,-3.906,-53.223,-16.663
-0.050,-0.036,1.490,-5.615,-48.401,-20.203
-0.054,-0.108,1.530,-7.080,-41.687,-20.996
-0.053,-0.121,1.493,-6.226,-33.630,-19.470
-0.056,-0.111,1.381,-5.066,-25.330,-17.395
-0.068,-0.128,1.269,-4.272,-19.287,-15.930
-0.072,-0.117,1.132,-4.150,-15.320,-14.038
-0.084,-0.084,1.036,-3.052,-13.672,-12.207
-0.094,-0.025,0.924,4.211,-14.099,-10.925
-0.091,0.040,0.821,7.324,-16.479,-10.742
-0.104,0.077,0.846,8.789,-22.400,-12.573
-0.102,0.058,0.943,9.155,-28.564,-15.930
-0.094,-0.042,1.094,4.639,-32.227,-19.409
-0.085,-0.144,1.228,2.991,-32.532,-20.691
-0.074,-0.181,1.264,3.601,-28.870,-19.104
-0.079,-0.173,1.215,5.066,-23.071,-16.174
-0.086,-0.153,1.105,4.272,-17.761,-13.855
-0.090,-0.147,0.995,1.404,-14.771,-12.512
-0.093,-0.157,0.929,-1.221,-14.343,-11.292
-0.081,-0.143,0.883,-4.578,-15.442,-9.521
-0.096,-0.128,0.833,-6.775,-17.212,-7.446
-0.099,-0.022,0.749,-6.104,-19.287,-5.310
-0.095,0.085,0.640,-2.075,-22.827,-4.822
-0.092,0.085,0.605,-2.930,-29.053,-7.324
-0.110,0.049,0.727,-5.798,-37.659,-10.437
-0.125,0.043,0.823,-4.700,-44.189,-11.780
-0.130,0.004,0.859,-4.333,-47.485,-12.390
-0.150,-0.019,0.937,-6.470,-50.415,-12.390
-0.164,-0.044,1.082,-10.437,-52.368,-11.597
-0.172,-0.070,1.217,-11.841,-51.575,-10.315
-0.173,-0.041,1.202,-8.484,-46.570,-8.362
-0.168,0.026,1.099,-2.930,-40.527,-6.470
-0.178,0.145,0.998,1.526,-37.048,-6.287
-0.186,0.191,0.893,0.732,-35.767,-9.033
-0.201,0.138,0.790,-5.310,-36.560,-13.794
-0.222,0.089,0.684,-11.536,-39.673,-17.212
-0.255,0.051,0.609,-15.442,-45.166,-18.982
-0.281,-0.004,0.652,-19.287,-52.795,-19.653
-0.314,-0.035,0.687,-15.076,-60.425,-18.433
-0.320,-0.065,0.760,-6.531,-66.589,-16.602
-0.326,-0.116,0.873,-2.502,-71.533,-14.526
-0.328,-0.139,0.958,3.479,-73.364,-11.536
-0.324,-0.161,0.964,9.644,-72.693,-7.874
-0.330,-0.170,0.939,11.902,-71.716,-4.639
-0.350,-0.065,0.914,13.977,-71.045,-1.404
-0.349,0.082,0.812,18.921,-70.862,0.732
-0.367,0.125,0.749,12.085,-72.449,-1.221
Done. Type '시작' to run again.
