Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-2.162,1.040,0.486,-1.099,-343.384,6.836
-1.999,0.773,0.853,-2.502,-310.852,-16.541
-1.771,0.634,1.196,5.554,-281.372,-35.583
-1.521,0.492,1.412,44.006,-238.220,-52.551
-1.362,0.417,1.551,85.815,-187.866,-68.298
-1.268,0.416,1.620,109.070,-135.437,-83.679
-1.260,0.441,1.669,113.281,-83.618,-101.074
-1.276,0.448,1.688,111.267,-31.189,-120.789
-1.314,0.388,1.630,119.690,20.813,-142.029
-1.386,0.276,1.533,121.338,72.388,-163.086
-1.530,0.142,1.415,107.483,121.094,-181.641
-1.670,0.018,1.267,87.463,165.955,-197.021
-1.821,-0.089,1.109,64.636,205.933,-208.862
-1.960,-0.191,0.977,41.992,239.685,-218.445
-2.109,-0.270,0.831,24.414,267.700,-225.098
-2.286,-0.282,0.698,-0.366,291.382,-229.675
-2.397,-0.309,0.545,-14.465,309.998,-234.680
-2.451,-0.383,0.423,-27.466,323.181,-241.150
-2.413,-0.438,0.325,-31.799,331.726,-247.803
-2.349,-0.515,0.268,-25.208,337.219,-254.456
-2.371,-0.623,0.100,7.507,345.764,-260.193
-2.245,-0.828,-0.193,52.185,358.704,-263.611
-2.161,-1.051,-0.458,80.566,370.667,-259.338
-2.042,-1.320,-0.696,95.947,376.892,-245.544
-1.920,-1.570,-0.908,98.145,375.793,-219.543
-1.826,-1.786,-1.096,68.176,367.310,-184.326
-1.716,-1.962,-1.307,17.212,350.342,-141.052
-1.609,-2.068,-1.410,-68.359,318.420,-92.224
-1.517,-2.122,-1.432,-157.349,281.860,-40.039
-1.460,-2.102,-1.387,-225.403,241.699,14.282
-1.463,-2.019,-1.327,-252.075,209.534,67.078
-1.436,-1.841,-1.283,-231.567,181.213,117.554
-1.434,-1.605,-1.254,-166.809,154.907,164.185
-1.479,-1.340,-1.234,-75.195,128.967,207.947
-1.516,-1.093,-1.277,39.795,100.525,245.972
-1.547,-0.856,-1.342,147.644,65.979,278.931
-1.603,-0.604,-1.365,211.426,24.902,308.044
-1.681,-0.363,-1.323,229.919,-20.752,331.360
-1.834,-0.093,-1.186,211.304,-66.956,348.267
-1.997,0.107,-1.068,185.120,-106.995,358.215
-2.084,0.325,-0.958,176.025,-139.221,360.107
-2.241,0.512,-0.855,202.881,-168.762,354.736
