Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.122,0.557,1.095,131.653,-109.009,-56.641
-1.023,0.311,0.940,174.683,-61.401,-79.163
-1.032,0.112,0.701,216.858,-14.099,-96.497
-1.072,-0.022,0.430,253.784,28.442,-108.704
-1.106,-0.094,0.145,288.574,65.002,-116.089
-1.192,-0.145,-0.112,306.030,92.712,-119.324
-1.281,-0.159,-0.270,296.082,111.389,-119.812
-1.318,-0.148,-0.339,275.146,122.803,-119.202
-1.348,-0.172,-0.404,245.911,129.150,-118.103
-1.430,-0.153,-0.377,183.716,129.395,-116.150
-1.424,-0.114,-0.304,111.694,126.160,-114.258
-1.448,-0.009,-0.109,22.156,119.629,-113.464
-1.432,0.153,0.121,-66.772,114.319,-116.943
-1.413,0.314,0.229,-135.925,114.014,-127.014
-1.456,0.512,0.465,-189.453,117.249,-144.592
-1.468,0.521,0.595,-137.451,131.042,-170.227
-1.508,0.440,0.636,-52.795,153.809,-197.815
-1.608,0.282,0.578,18.433,181.091,-223.083
-1.685,0.063,0.426,66.589,209.412,-244.812
-1.729,-0.185,0.250,86.914,233.521,-261.536
-1.736,-0.458,0.099,90.393,249.695,-272.339
-1.809,-0.668,0.049,71.106,257.507,-275.940
-1.814,-0.894,0.041,38.818,257.812,-272.217
-1.812,-1.060,0.105,-12.634,255.005,-260.925
-1.862,-1.194,0.149,-67.017,254.578,-244.568
-1.828,-1.266,0.163,-139.832,256.836,-225.220
-1.813,-1.305,0.135,-205.505,260.803,-204.712
-1.715,-1.304,0.074,-249.084,264.954,-184.143
-1.594,-1.349,0.084,-240.417,265.869,-165.588
-1.526,-1.514,0.048,-146.545,264.526,-144.897
-1.474,-1.685,-0.050,-32.227,265.381,-113.098
-1.481,-1.810,-0.187,41.809,267.578,-70.068
-1.458,-1.842,-0.349,82.458,266.968,-20.020
-1.456,-1.830,-0.539,114.807,260.986,33.691
-1.493,-1.761,-0.703,125.854,249.146,90.942
-1.508,-1.599,-0.872,118.530,234.558,147.095
-1.553,-1.359,-1.048,116.638,216.003,199.585
-1.693,-1.128,-1.275,96.252,193.481,245.117
-1.738,-0.790,-1.282,34.363,165.833,282.654
-1.680,-0.538,-1.483,50.232,142.151,306.213
-1.676,-0.351,-1.639,96.497,106.079,319.641
-1.709,-0.109,-1.721,96.497,61.462,328.613
-1.797,0.103,-1.684,78.308,12.634,330.444
-1.874,0.289,-1.638,90.454,-32.227,326.477
-1.939,0.434,-1.634,129.333,-74.768,316.589
-1.974,0.531,-1.620,161.682,-118.469,303.101
-1.998,0.605,-1.555,155.518,-164.429,289.368
-2.106,0.688,-1.413,106.018,-208.679,276.306
-2.158,0.778,-1.248,47.424,-243.591,262.756
-2.156,0.840,-1.122,36.438,-269.836,246.338
-2.167,0.871,-1.044,47.424,-291.626,226.929
-2.176,0.913,-0.950,32.532,-310.974,205.688
-2.209,0.923,-0.823,12.756,-328.613,183.350
-2.254,0.926,-0.647,-6.714,-343.079,161.682
-2.264,0.896,-0.467,-10.559,-351.807,139.954
-2.293,0.813,-0.288,13.306,-355.591,117.004
-2.292,0.693,-0.135,40.161,-355.957,94.116
-2.282,0.556,0.026,58.044,-354.004,73.120
-2.290,0.429,0.199,50.720,-347.900,56.030
-2.267,0.383,0.432,32.166,-336.731,44.678
-2.190,0.406,0.606,36.621,-315.552,36.560
-2.059,0.521,0.788,59.082,-286.804,27.527
-1.888,0.647,0.944,99.792,-252.808,12.024
-1.707,0.675,1.010,167.358,-214.111,-12.207
-1.532,0.601,1.049,237.671,-172.485,-43.396
-1.366,0.482,1.061,288.696,-130.493,-75.439
-1.284,0.375,1.031,307.556,-87.524,-103.333
-1.255,0.290,0.993,294.739,-45.288,-127.686
-1.289,0.236,0.964,257.507,-5.493,-148.560
-1.312,0.184,0.959,216.003,32.043,-167.419
-1.375,0.148,0.999,182.861,68.054,-184.814
-1.511,0.143,1.011,153.748,102.783,-200.317
-1.668,0.171,1.046,104.492,134.521,-214.905
-1.855,0.210,1.099,42.480,163.391,-231.018
-2.033,0.171,1.100,-7.690,191.650,-249.451
-2.134,0.006,1.032,-39.490,219.788,-269.226
-2.193,-0.192,0.911,-52.124,246.887,-286.316
-2.258,-0.451,0.694,-34.058,272.827,-298.157
-2.245,-0.688,0.449,-6.348,295.959,-302.307
-2.223,-0.881,0.256,39.429,313.232,-297.485
-2.189,-0.967,0.061,107.666,325.989,-284.302
-2.173,-1.053,-0.102,145.996,335.327,-264.465
-2.081,-1.141,-0.189,131.348,340.881,-241.028
-2.100,-1.241,-0.269,102.905,343.811,-215.027
-2.001,-1.380,-0.383,73.425,346.375,-186.768
-1.890,-1.538,-0.544,61.279,347.351,-155.273
-1.745,-1.720,-0.755,79.956,344.543,-119.690
-1.554,-1.907,-0.981,107.788,335.144,-77.454
-1.490,-2.024,-1.176,116.028,318.176,-27.710
-1.461,-2.043,-1.325,93.994,292.664,28.137
-1.477,-1.936,-1.404,48.828,260.071,87.463
-1.531,-1.775,-1.403,-4.333,227.600,142.578
-1.559,-1.579,-1.410,-41.565,196.960,192.383
-1.624,-1.358,-1.394,-43.457,164.307,236.938
-1.710,-1.138,-1.396,-24.109,133.362,275.635
-1.807,-0.900,-1.417,-4.028,104.797,310.120
-1.863,-0.622,-1.437,17.456,73.608,339.417
-1.960,-0.346,-1.465,52.124,43.518,359.863
-1.977,-0.010,-1.578,117.004,12.024,372.131
-1.968,0.275,-1.755,202.637,-25.818,371.338
-1.935,0.656,-1.849,231.201,-76.172,362.732
-1.992,0.995,-1.821,196.167,-131.165,341.797
-2.017,1.200,-1.662,151.855,-183.533,309.509
-2.141,1.304,-1.423,116.089,-230.713,273.437
-2.178,1.349,-1.176,86.609,-270.020,239.380
-2.271,1.402,-0.899,64.880,-302.673,207.153
-2.352,1.469,-0.696,49.683,-325.256,175.659
-2.323,1.522,-0.504,39.490,-341.431,143.127
-2.352,1.476,-0.284,50.903,-353.516,106.873
-2.353,1.352,-0.043,66.772,-362.793,70.068
-2.329,1.208,0.225,83.374,-365.601,36.072
-2.277,1.113,0.523,87.463,-359.802,6.897
-2.224,1.076,0.701,94.299,-343.750,-18.494
-2.119,1.093,0.783,91.614,-321.411,-44.006
-2.074,1.060,0.906,84.961,-299.316,-71.350
-1.967,0.947,1.018,92.346,-274.536,-99.548
-1.911,0.786,1.134,97.595,-247.437,-126.465
-1.884,0.677,1.262,87.219,-217.102,-149.780
-1.869,0.615,1.479,62.134,-183.655,-169.495
Done. Type '시작' to run again.
