Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.637,-1.107,1.055,-57.312,247.375,-117.554
-1.806,-0.881,0.943,-94.116,280.396,-104.675
-1.950,-0.782,0.748,-98.572,307.739,-99.304
-2.067,-0.727,0.547,-79.712,331.116,-96.741
-2.154,-0.673,0.346,-58.167,350.159,-93.933
-2.214,-0.649,0.147,-25.940,364.624,-90.759
-2.192,-0.703,-0.041,7.385,374.756,-84.106
-2.133,-0.770,-0.223,39.001,383.301,-71.350
-2.111,-0.847,-0.452,88.928,388.733,-52.551
-1.982,-0.881,-0.690,125.366,389.771,-27.466
-1.928,-0.906,-0.912,140.198,385.010,1.160
-1.801,-0.886,-1.122,123.535,375.671,31.799
-1.688,-0.837,-1.343,96.130,361.084,61.096
-1.576,-0.765,-1.488,71.289,336.731,87.341
-1.499,-0.719,-1.671,52.246,300.781,109.863
-1.450,-0.622,-1.686,42.114,251.465,131.653
-1.404,-0.506,-1.683,47.241,206.848,150.330
-1.324,-0.437,-1.768,85.632,161.438,165.894
-1.313,-0.345,-1.759,106.567,115.173,179.138
-1.325,-0.258,-1.700,100.525,70.618,190.430
-1.277,-0.166,-1.746,126.709,32.593,196.045
-1.229,-0.089,-1.787,157.227,-7.385,199.402
-1.257,0.004,-1.775,150.330,-52.795,202.637
-1.359,0.099,-1.687,114.441,-101.135,204.895
-1.465,0.204,-1.548,62.866,-145.569,205.994
-1.584,0.308,-1.389,19.470,-186.340,205.933
-1.705,0.400,-1.193,-3.784,-223.633,203.857
-1.820,0.469,-1.014,-10.742,-254.089,198.914
-1.934,0.529,-0.815,-11.841,-278.564,191.895
-1.971,0.596,-0.641,-10.681,-294.739,182.495
-1.924,0.633,-0.535,7.080,-302.734,168.945
-1.912,0.646,-0.422,21.057,-308.044,152.161
-1.933,0.662,-0.274,37.415,-312.744,134.033
-1.951,0.675,-0.162,74.463,-313.965,115.051
-1.963,0.720,-0.075,105.408,-313.293,95.520
-2.023,0.783,0.049,106.567,-313.721,74.463
-2.116,0.887,0.286,79.834,-313.660,52.307
-2.093,0.974,0.522,82.947,-308.716,28.320
-2.045,0.978,0.732,146.423,-296.997,0.366
