Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.557,0.439,-1.383,104.553,-151.978,211.548
-1.595,0.470,-1.252,88.501,-184.998,203.674
-1.632,0.477,-1.121,98.938,-214.111,193.115
-1.654,0.472,-0.979,104.736,-239.075,181.213
-1.645,0.492,-0.836,97.168,-257.019,169.495
-1.679,0.540,-0.713,85.815,-270.386,158.081
-1.746,0.592,-0.571,64.880,-280.334,146.179
-1.751,0.667,-0.404,32.532,-286.011,134.094
-1.775,0.745,-0.236,9.033,-285.889,121.460
-1.744,0.792,-0.067,3.052,-282.349,106.628
-1.740,0.807,0.087,8.850,-275.024,89.844
-1.720,0.806,0.226,8.728,-263.977,73.120
-1.683,0.809,0.345,8.484,-249.878,56.702
-1.624,0.831,0.442,15.198,-231.628,40.527
-1.566,0.875,0.485,34.668,-210.205,23.437
-1.514,0.926,0.472,68.054,-186.707,3.906
-1.472,0.908,0.415,103.027,-163.696,-18.982
-1.450,0.870,0.387,118.896,-142.334,-45.227
-1.380,0.778,0.429,130.127,-124.695,-71.716
-1.329,0.635,0.490,127.808,-106.567,-97.412
-1.316,0.486,0.576,107.544,-87.708,-118.774
-1.322,0.400,0.693,68.787,-67.810,-134.583
-1.349,0.382,0.784,26.367,-45.776,-146.301
-1.379,0.419,0.862,-8.118,-23.743,-157.104
-1.401,0.501,0.934,-28.320,-1.343,-168.884
-1.463,0.576,0.952,-31.433,25.085,-183.655
-1.599,0.590,0.925,-24.170,50.415,-201.965
-1.692,0.559,0.899,-19.165,75.134,-222.595
-1.788,0.387,0.765,7.263,99.365,-244.019
-1.853,0.156,0.569,32.288,121.155,-260.681
-1.946,-0.123,0.392,51.636,137.878,-270.935
-1.981,-0.414,0.219,67.261,150.391,-274.109
-1.951,-0.658,0.104,57.129,157.837,-269.592
-1.906,-0.857,0.056,43.884,160.583,-258.484
-1.819,-1.007,0.023,23.926,161.316,-241.516
-1.723,-1.081,0.110,-21.179,159.302,-220.459
-1.647,-1.026,0.227,-87.402,157.471,-197.083
-1.618,-0.959,0.355,-144.104,156.555,-175.110
-1.558,-0.854,0.527,-182.983,160.461,-157.104
-1.490,-0.793,0.675,-180.969,170.532,-142.639
-1.445,-0.807,0.717,-133.728,187.012,-130.005
-1.456,-0.875,0.628,-62.500,208.923,-115.540
-1.459,-0.966,0.361,28.625,232.178,-96.375
-1.431,-1.029,0.011,106.567,249.634,-70.435
-1.386,-1.031,-0.305,150.635,258.118,-38.879
-1.321,-0.978,-0.566,170.471,257.690,-5.371
-1.253,-0.870,-0.743,180.603,248.535,28.442
-1.202,-0.729,-0.900,177.429,233.032,61.890
-1.209,-0.556,-1.052,143.005,211.853,91.736
-1.167,-0.324,-1.120,50.415,186.218,115.417
-1.106,-0.094,-0.974,-46.692,152.893,129.517
-1.042,0.032,-0.816,-80.017,128.906,133.667
-0.993,0.054,-0.727,-52.551,112.793,131.653
-1.016,0.006,-0.716,-15.747,101.013,129.456
-1.035,-0.048,-0.760,2.014,91.187,131.287
-1.096,-0.098,-0.866,17.639,82.092,137.024
-1.159,-0.184,-1.013,44.678,68.787,144.897
-1.191,-0.231,-1.058,51.331,48.523,154.236
-1.177,-0.279,-1.094,58.777,25.574,164.368
-1.202,-0.277,-1.130,71.838,3.052,174.805
-1.303,-0.241,-1.131,80.750,-18.433,185.059
-1.393,-0.230,-1.232,110.168,-37.415,193.481
-1.469,-0.193,-1.324,127.563,-61.584,200.989
-1.547,-0.091,-1.377,103.210,-93.872,208.008
-1.659,0.050,-1.320,37.048,-128.296,214.417
-1.732,0.220,-1.182,-33.691,-157.715,219.177
-1.810,0.359,-1.038,-66.650,-181.213,220.093
-1.900,0.457,-0.933,-59.326,-199.646,217.407
-1.907,0.535,-0.828,-39.429,-214.905,211.731
-1.863,0.590,-0.665,-12.695,-228.699,202.820
-1.814,0.637,-0.430,12.146,-240.967,190.796
-1.747,0.662,-0.184,33.142,-246.948,175.781
-1.698,0.674,0.031,49.011,-244.751,158.386
-1.559,0.684,0.130,68.726,-234.192,139.832
-1.495,0.701,0.164,96.008,-220.825,120.300
-1.473,0.743,0.153,120.483,-207.703,99.854
-1.480,0.799,0.108,152.466,-195.129,77.209
-1.502,0.842,0.029,188.599,-185.120,52.063
-1.521,0.859,-0.034,207.214,-177.795,26.001
-1.582,0.883,-0.024,197.876,-172.852,0.488
-1.620,0.911,0.062,181.763,-168.091,-24.719
-1.615,0.913,0.207,179.382,-162.231,-51.697
-1.579,0.881,0.382,185.730,-153.809,-79.651
-1.527,0.787,0.564,190.247,-141.663,-108.032
-1.491,0.669,0.745,180.115,-124.329,-134.460
-1.474,0.554,0.897,150.696,-101.990,-157.410
-1.488,0.501,1.066,92.651,-73.547,-176.636
-1.560,0.499,1.294,16.235,-46.143,-194.092
-1.663,0.522,1.526,-35.889,-13.550,-211.914
-1.814,0.541,1.693,-51.025,21.729,-230.225
-1.956,0.501,1.813,-34.668,60.913,-249.634
-2.091,0.390,1.892,-8.789,102.722,-268.982
-2.251,0.210,1.926,18.738,147.461,-286.926
-2.434,-0.015,1.890,53.284,197.388,-300.354
-2.550,-0.295,1.719,95.398,250.183,-306.458
-2.662,-0.562,1.502,127.625,301.331,-302.917
-2.662,-0.954,1.125,146.545,347.839,-290.283
-2.746,-1.283,0.697,122.131,386.169,-266.541
-2.750,-1.415,0.447,56.641,410.828,-233.826
-2.660,-1.497,0.196,32.043,426.819,-197.632
-2.590,-1.570,-0.121,76.904,440.918,-155.884
-2.515,-1.682,-0.443,160.156,450.562,-107.544
-2.373,-1.838,-0.998,293.945,457.886,-49.255
-2.184,-1.827,-1.738,418.396,455.139,20.264
-1.925,-1.646,-2.318,455.566,418.335,96.802
-1.723,-1.284,-2.722,393.433,347.534,170.227
-1.579,-0.879,-2.786,281.860,269.592,223.206
-1.484,-0.477,-2.606,155.212,188.538,257.080
-1.410,-0.099,-2.353,63.416,114.807,276.428
-1.371,0.139,-2.039,-3.601,51.758,278.687
-1.362,0.292,-1.737,-37.109,0.488,274.292
-1.329,0.379,-1.527,-44.250,-38.818,266.907
-1.290,0.430,-1.361,-42.419,-72.144,257.080
-1.277,0.459,-1.217,-42.114,-100.281,246.033
-1.323,0.454,-1.101,-36.743,-124.939,234.436
-1.337,0.440,-1.049,-22.888,-144.836,222.595
-1.392,0.416,-1.033,-1.648,-164.001,211.243
-1.464,0.412,-0.999,7.324,-184.753,201.233
-1.572,0.436,-0.893,-5.432,-206.055,193.115
Done. Type '시작' to run again.
