Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-2.055,0.503,-1.116,20.691,-194.824,277.039
-2.018,0.633,-1.094,73.181,-214.478,267.029
-1.978,0.795,-1.002,109.680,-233.582,250.793
-1.957,0.894,-0.864,126.892,-253.479,229.126
-1.927,0.940,-0.576,131.470,-272.949,202.698
-1.896,0.991,-0.307,126.404,-283.386,175.598
-1.836,1.028,-0.017,131.836,-285.828,146.240
-1.784,1.026,0.247,148.254,-280.518,115.845
-1.729,0.985,0.453,169.739,-267.578,85.510
-1.673,0.899,0.571,191.345,-249.939,55.359
-1.637,0.800,0.647,193.176,-230.408,27.039
-1.640,0.699,0.761,167.419,-208.984,2.319
-1.648,0.692,0.894,141.235,-184.509,-17.395
-1.638,0.752,1.024,139.893,-160.034,-35.828
-1.608,0.820,1.133,154.602,-130.432,-56.885
-1.578,0.860,1.269,167.114,-100.952,-81.238
-1.575,0.845,1.395,170.288,-68.420,-107.178
-1.586,0.849,1.545,146.912,-31.616,-132.812
-1.605,0.841,1.607,119.385,9.583,-157.288
-1.658,0.831,1.550,92.773,54.749,-182.617
-1.764,0.800,1.365,60.730,99.731,-209.290
-1.909,0.667,1.094,34.851,139.587,-237.610
-2.055,0.431,0.828,12.146,172.058,-265.381
-2.210,0.142,0.646,0.610,196.106,-290.039
-2.313,-0.180,0.493,5.615,213.623,-308.167
-2.391,-0.533,0.360,1.831,226.807,-318.604
-2.422,-0.831,0.365,-26.367,233.643,-319.336
-2.443,-1.072,0.507,-65.491,236.877,-312.622
-2.386,-1.322,0.471,-72.876,242.615,-299.255
-2.301,-1.401,0.573,-104.248,248.230,-278.687
-2.264,-1.530,0.651,-116.516,255.066,-254.150
-2.183,-1.573,0.726,-92.651,269.775,-224.731
-2.089,-1.616,0.559,-21.851,291.138,-190.613
-2.021,-1.593,0.277,35.889,313.354,-152.039
-1.948,-1.491,0.021,45.837,328.064,-112.732
-1.854,-1.344,-0.197,31.189,333.984,-76.599
-1.767,-1.200,-0.384,20.020,332.886,-44.495
-1.674,-1.067,-0.590,22.949,326.843,-16.357
-1.563,-0.928,-0.771,32.043,315.125,9.644
-1.447,-0.790,-0.902,41.870,297.974,33.630
-1.321,-0.664,-1.041,58.167,276.672,55.237
-1.217,-0.555,-1.116,74.402,246.399,75.439
-1.135,-0.475,-1.181,82.825,216.553,93.262
-1.035,-0.405,-1.186,74.219,184.998,108.521
-0.994,-0.376,-1.120,57.312,151.855,121.216
-0.985,-0.362,-1.066,47.241,119.812,133.179
-0.991,-0.352,-1.080,49.255,92.407,145.508
-1.009,-0.333,-1.115,50.293,65.613,157.837
-1.067,-0.288,-1.081,43.640,36.865,169.922
-1.124,-0.249,-1.031,43.030,8.423,180.969
-1.182,-0.207,-1.005,51.514,-18.005,191.956
-1.254,-0.165,-1.045,62.744,-43.213,201.782
-1.335,-0.094,-1.084,64.331,-68.665,210.022
-1.403,-0.021,-1.204,69.458,-91.980,215.820
-1.485,0.048,-1.275,83.069,-119.629,218.323
-1.589,0.138,-1.303,83.496,-152.710,218.628
-1.687,0.235,-1.272,83.069,-185.974,217.529
-1.808,0.302,-1.174,94.971,-217.468,214.417
-1.920,0.432,-1.125,101.501,-245.667,209.473
-1.997,0.645,-0.974,60.974,-273.132,204.529
-2.014,0.856,-0.760,30.640,-298.157,194.641
-2.030,0.996,-0.479,22.095,-316.772,177.734
-1.976,1.100,-0.224,36.072,-326.050,156.128
-1.888,1.178,0.017,53.406,-328.003,131.775
-1.787,1.244,0.230,62.378,-322.205,105.713
-1.700,1.320,0.368,68.665,-308.716,78.125
-1.630,1.368,0.344,87.280,-287.842,46.814
-1.630,1.387,0.312,100.403,-267.761,11.780
-1.653,1.280,0.287,119.995,-249.817,-25.391
-1.687,1.059,0.311,144.287,-233.093,-62.256
