Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.026,0.375,-0.839,-17.761,-28.503,196.716
-1.009,0.371,-0.892,26.367,-43.518,187.317
-1.019,0.266,-1.089,101.196,-58.411,174.805
-1.069,0.117,-1.365,194.885,-76.172,161.133
-1.160,0.009,-1.692,265.198,-101.563,149.902
-1.325,0.122,-1.888,232.849,-139.771,142.883
-1.501,0.270,-1.852,143.127,-186.707,135.620
-1.707,0.369,-1.776,97.656,-229.614,126.465
-1.914,0.468,-1.633,71.045,-268.188,117.493
-2.106,0.545,-1.489,57.983,-302.979,108.093
-2.277,0.635,-1.273,33.203,-335.754,98.938
-2.416,0.698,-0.966,-1.343,-365.356,89.844
-2.502,0.712,-0.611,-22.949,-384.583,80.750
-2.524,0.687,-0.362,-14.893,-390.869,71.228
-2.416,0.662,-0.200,13.428,-387.634,61.401
-2.396,0.645,-0.030,44.922,-382.263,50.781
-2.414,0.672,0.188,58.472,-374.512,40.100
-2.414,0.700,0.394,83.435,-360.901,27.954
-2.423,0.707,0.554,121.826,-342.285,12.329
-2.343,0.687,0.686,151.367,-320.251,-6.165
-2.340,0.568,0.887,166.016,-298.401,-27.161
-2.096,0.540,1.202,165.466,-272.034,-46.753
-1.875,0.406,1.359,200.073,-231.873,-63.538
-1.724,0.256,1.453,229.980,-187.439,-78.003
-1.554,0.278,1.483,210.815,-138.672,-86.121
-1.437,0.412,1.403,196.167,-88.562,-91.797
-1.360,0.560,1.199,203.491,-39.063,-100.708
-1.325,0.661,0.887,217.957,6.775,-114.075
-1.341,0.663,0.569,220.337,45.959,-131.104
-1.385,0.543,0.290,205.139,76.599,-149.170
-1.443,0.360,0.120,171.997,98.389,-166.321
-1.511,0.155,0.075,119.751,112.671,-180.054
-1.600,-0.004,0.138,53.040,122.498,-190.430
-1.695,-0.084,0.336,-30.273,128.784,-198.364
-1.804,-0.102,0.619,-112.976,134.644,-206.604
-2.016,-0.124,0.890,-175.415,144.958,-215.820
-2.066,-0.173,1.041,-199.280,163.086,-226.440
-2.006,-0.407,1.025,-160.767,189.148,-238.403
-1.975,-0.858,0.845,-81.238,218.872,-246.765
-1.977,-1.308,0.525,11.963,247.498,-239.075
-1.921,-1.586,0.208,67.200,269.470,-211.548
-1.858,-1.672,0.028,66.956,281.433,-172.363
-1.822,-1.569,-0.023,21.729,284.729,-130.798
-1.803,-1.289,0.079,-50.903,283.875,-93.994
-1.767,-0.972,0.267,-105.164,284.058,-67.444
-1.755,-0.731,0.383,-109.131,290.222,-51.758
-1.739,-0.620,0.372,-87.830,302.063,-44.250
-1.724,-0.659,0.242,-63.843,314.819,-39.795
-1.698,-0.791,0.041,-57.190,325.378,-34.790
-1.640,-0.978,-0.254,-43.457,334.045,-26.672
-1.582,-1.156,-0.612,5.066,337.585,-11.658
-1.466,-1.252,-0.923,55.725,330.872,13.123
-1.403,-1.288,-1.241,93.262,316.101,45.898
-1.301,-1.184,-1.423,87.891,292.725,82.886
-1.243,-1.021,-1.616,61.218,260.864,116.272
-1.160,-0.889,-1.660,70.679,216.553,144.104
-1.109,-0.806,-1.673,59.998,173.645,168.152
-1.150,-0.599,-1.574,9.827,130.066,190.857
-1.171,-0.412,-1.489,1.526,88.745,208.679
-1.202,-0.187,-1.361,-12.695,50.354,221.741
-1.271,0.004,-1.222,-32.288,17.456,228.455
-1.282,0.181,-1.126,-38.269,-8.850,230.469
-1.311,0.275,-1.155,0.000,-29.785,227.600
-1.348,0.322,-1.231,52.612,-52.368,221.497
-1.418,0.346,-1.316,91.125,-77.637,213.806
