Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.884,-0.273,0.941,59.814,158.447,-287.720
-1.934,-0.432,0.805,36.621,186.951,-295.166
-2.081,-0.520,0.714,1.160,209.167,-299.805
-2.101,-0.564,0.627,-26.306,227.295,-302.734
-2.170,-0.588,0.602,-33.691,244.080,-306.458
-2.203,-0.632,0.541,7.874,261.780,-307.983
-2.323,-0.711,0.448,58.716,281.616,-304.382
-2.335,-0.828,0.347,104.919,303.650,-294.617
-2.323,-0.955,0.260,119.873,325.745,-277.710
-2.271,-1.016,0.132,130.798,346.924,-253.479
-2.218,-0.984,-0.043,152.466,364.319,-223.267
-2.082,-1.046,-0.275,176.392,376.404,-189.209
-2.037,-1.184,-0.542,228.699,383.423,-151.001
-1.949,-1.242,-0.766,234.131,381.592,-104.004
-1.804,-1.274,-1.024,243.835,370.911,-50.842
-1.723,-1.239,-1.277,225.159,352.966,2.869
-1.653,-1.177,-1.353,192.139,321.716,54.443
-1.566,-1.140,-1.583,164.673,289.612,101.257
-1.497,-1.047,-1.632,131.348,247.253,144.104
-1.556,-0.964,-1.665,97.595,201.904,184.265
-1.587,-0.842,-1.674,85.327,160.522,219.910
-1.540,-0.678,-1.718,100.159,119.934,250.000
-1.544,-0.499,-1.752,138.489,73.975,274.841
-1.602,-0.291,-1.702,175.049,20.142,295.227
-1.690,-0.078,-1.621,199.219,-34.851,309.509
-1.738,0.103,-1.504,204.529,-90.027,313.049
-1.790,0.272,-1.356,192.017,-142.578,312.134
-1.878,0.414,-1.182,161.865,-192.627,306.152
-2.016,0.550,-0.968,118.042,-235.779,296.021
-2.135,0.650,-0.811,92.590,-268.066,283.447
-2.142,0.747,-0.696,73.853,-292.114,269.775
-2.153,0.825,-0.574,44.861,-311.279,253.418
-2.175,0.907,-0.460,14.282,-324.524,235.413
-2.176,0.986,-0.338,2.197,-333.252,214.111
-2.107,1.059,-0.199,21.240,-339.172,189.087
-2.058,1.068,-0.129,75.867,-342.407,158.081
-2.049,1.066,-0.016,93.933,-345.825,124.939
-2.051,1.057,0.131,84.106,-348.083,92.468
-2.072,1.039,0.326,70.374,-346.863,60.669
-2.047,1.005,0.526,70.740,-339.539,30.762
-1.990,0.928,0.678,110.840,-325.256,2.380
-1.914,0.864,0.768,142.273,-302.551,-23.682
-1.843,0.824,0.871,152.222,-278.503,-48.218
-1.819,0.786,0.926,159.119,-247.864,-72.327
-1.722,0.750,0.910,173.706,-213.989,-96.130
-1.661,0.704,0.874,174.622,-180.359,-121.216
-1.625,0.620,0.814,168.274,-149.109,-147.949
-1.635,0.474,0.753,161.377,-121.155,-174.744
-1.606,0.296,0.657,147.217,-96.008,-198.975
-1.634,0.137,0.677,127.136,-74.524,-218.445
-1.640,-0.031,0.670,152.344,-50.598,-232.178
-1.628,-0.178,0.642,198.608,-21.118,-240.723
-1.628,-0.326,0.577,252.991,11.841,-243.347
-1.614,-0.489,0.461,295.410,46.021,-238.586
-1.617,-0.598,0.412,284.241,76.538,-226.624
-1.643,-0.703,0.385,228.577,102.478,-210.632
-1.659,-0.776,0.378,153.198,125.000,-191.711
-1.663,-0.798,0.390,72.205,143.982,-173.157
-1.659,-0.787,0.401,5.127,159.668,-158.569
-1.683,-0.822,0.430,-34.668,173.218,-149.109
-1.668,-0.873,0.476,-57.434,187.378,-142.090
-1.662,-0.961,0.491,-61.707,203.430,-135.071
-1.695,-1.000,0.555,-71.350,221.680,-126.221
-1.662,-1.061,0.554,-61.401,241.943,-113.159
-1.696,-1.111,0.510,-31.250,264.282,-94.849
-1.741,-1.127,0.407,-2.319,288.818,-71.045
-1.816,-1.106,0.267,12.390,312.134,-42.908
-1.864,-1.035,0.153,19.287,331.970,-13.428
-1.882,-0.985,-0.062,45.715,350.281,15.808
-1.897,-0.909,-0.312,75.867,365.234,46.875
-1.901,-0.867,-0.560,82.397,372.009,77.576
-1.903,-0.797,-0.737,64.514,370.544,106.995
-1.887,-0.703,-0.877,50.049,361.450,133.423
-1.861,-0.599,-1.041,55.725,345.581,157.654
-1.787,-0.496,-1.183,63.965,323.242,180.054
-1.710,-0.414,-1.365,53.040,295.898,199.585
-1.653,-0.300,-1.392,16.113,260.376,215.942
-1.597,-0.177,-1.370,-15.808,221.741,228.638
-1.543,-0.089,-1.402,-11.414,190.063,237.671
-1.446,0.012,-1.467,8.789,160.095,245.300
-1.415,0.135,-1.482,26.733,125.000,251.099
