Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.484,-0.917,-1.878,76.294,188.843,199.890
-1.489,-0.686,-1.918,83.862,143.616,228.699
-1.497,-0.518,-1.904,89.050,96.375,251.343
-1.530,-0.344,-1.914,91.309,53.040,269.287
-1.611,-0.143,-1.814,69.946,8.789,283.081
-1.713,0.079,-1.723,47.546,-31.494,292.175
-1.720,0.229,-1.725,41.199,-66.345,291.992
-1.770,0.340,-1.723,54.871,-101.685,286.926
-1.790,0.421,-1.688,70.251,-138.184,278.687
-1.843,0.488,-1.573,69.824,-175.232,267.029
-1.904,0.527,-1.411,63.110,-210.205,253.174
-1.955,0.561,-1.210,58.533,-241.882,238.770
-1.997,0.604,-0.970,46.997,-267.334,223.877
-2.045,0.652,-0.709,38.147,-286.194,208.862
-2.091,0.710,-0.442,39.307,-298.340,194.092
-2.122,0.778,-0.198,50.781,-303.101,178.589
-2.079,0.866,0.044,58.899,-301.147,161.682
-2.040,0.951,0.319,85.449,-293.518,140.686
-1.957,1.117,0.662,107.544,-282.043,116.638
-1.901,1.171,0.772,190.552,-262.207,86.731
-1.794,1.073,0.671,296.021,-239.685,49.133
-1.719,1.149,0.817,276.550,-218.872,14.771
-1.665,1.173,0.856,269.165,-193.176,-18.677
-1.665,1.159,0.930,270.020,-167.297,-53.711
-1.596,1.078,1.055,274.475,-137.939,-88.562
-1.554,0.814,0.967,339.233,-103.088,-122.681
-1.512,0.697,0.941,337.585,-64.880,-147.949
-1.568,0.689,0.967,268.677,-27.893,-166.382
-1.659,0.656,0.899,223.877,8.850,-185.242
-1.801,0.592,0.833,163.086,43.213,-206.055
-1.968,0.478,0.756,99.060,72.815,-227.661
-2.057,0.299,0.727,46.448,96.436,-248.352
-2.130,0.048,0.794,8.179,114.807,-265.503
-2.175,-0.276,0.901,-3.418,131.714,-278.015
-2.165,-0.615,0.940,5.920,152.893,-282.471
-2.110,-0.886,0.891,20.325,178.284,-277.161
-2.066,-1.027,0.694,51.514,205.872,-262.817
-2.024,-1.055,0.426,84.656,229.919,-241.699
-2.006,-1.003,0.229,75.867,245.544,-218.506
-1.956,-0.913,0.149,42.175,253.052,-198.608
-1.908,-0.849,0.225,0.366,254.761,-183.167
-1.896,-0.760,0.362,-40.710,256.287,-170.471
-1.839,-0.718,0.393,-42.603,263.000,-160.767
-1.781,-0.747,0.306,-14.404,272.766,-151.917
-1.739,-0.851,0.155,0.488,281.006,-142.761
-1.687,-1.024,-0.108,9.216,287.537,-133.240
-1.602,-1.253,-0.386,26.245,288.330,-120.667
-1.485,-1.478,-0.519,31.616,279.541,-100.220
-1.404,-1.627,-0.619,17.029,265.503,-71.533
-1.337,-1.736,-0.504,-22.705,248.962,-36.682
-1.344,-1.882,-0.279,-26.184,234.131,6.042
-1.331,-1.927,-0.145,6.226,228.882,58.716
-1.360,-1.827,-0.295,80.261,231.689,115.356
-1.420,-1.657,-0.620,177.551,229.187,172.607
-1.517,-1.380,-0.895,245.483,214.050,226.807
-1.525,-0.971,-1.249,271.545,191.772,272.156
-1.521,-0.536,-1.666,280.762,157.837,305.115
-1.541,-0.117,-1.794,255.798,103.577,323.669
-1.574,0.163,-1.737,207.397,40.649,327.881
-1.657,0.322,-1.660,188.599,-15.076,322.388
-1.717,0.543,-1.569,171.631,-63.721,312.500
-1.732,0.739,-1.625,179.504,-106.812,296.936
-1.758,0.833,-1.653,192.383,-150.208,274.353
-1.863,0.921,-1.525,158.752,-196.655,248.962
-1.940,0.966,-1.347,108.765,-238.159,222.595
-2.013,0.963,-1.191,85.510,-272.217,195.923
-2.091,0.935,-1.036,74.768,-300.537,171.021
-2.142,0.895,-0.885,57.861,-322.754,149.475
-2.114,0.877,-0.716,40.405,-338.623,131.042
-2.110,0.826,-0.550,48.523,-349.243,113.464
-2.091,0.777,-0.380,62.134,-355.896,96.558
-2.090,0.783,-0.204,65.063,-357.483,81.421
-2.078,0.879,-0.052,62.195,-352.844,66.772
-2.015,0.942,-0.020,90.149,-341.858,48.706
-2.022,0.965,0.046,113.647,-329.895,26.855
-2.029,0.904,0.141,139.771,-318.115,2.136
-2.012,0.745,0.227,171.509,-304.871,-23.376
-2.015,0.524,0.361,182.556,-290.588,-47.363
-1.990,0.313,0.554,173.523,-274.536,-65.918
-1.943,0.198,0.746,182.007,-254.028,-78.125
-1.880,0.083,0.899,214.478,-229.492,-87.402
-1.788,0.021,1.139,232.483,-202.576,-94.055
-1.683,-0.019,1.304,262.573,-162.842,-98.511
-1.569,-0.020,1.371,290.283,-118.103,-101.196
-1.448,0.036,1.423,292.725,-71.106,-102.722
-1.378,0.092,1.422,273.621,-22.095,-104.919
-1.335,0.097,1.345,257.446,27.588,-108.154
-1.346,0.086,1.230,229.614,76.599,-111.694
-1.453,0.124,1.074,185.791,122.864,-114.563
-1.547,0.182,0.904,138.672,164.062,-118.103
-1.657,0.184,0.825,88.684,198.547,-124.939
-1.831,0.138,0.820,31.128,226.990,-134.521
-2.047,0.070,0.807,-28.503,252.991,-146.973
-2.199,-0.019,0.686,-68.848,279.175,-161.560
-2.289,-0.188,0.462,-63.232,302.917,-177.002
-2.347,-0.441,0.145,-28.381,321.106,-189.270
-2.338,-0.760,-0.153,6.592,330.872,-194.519
-2.244,-1.132,-0.304,0.305,329.407,-190.552
-2.144,-1.474,-0.245,-51.086,318.787,-178.955
-2.037,-1.780,-0.107,-111.206,306.641,-160.400
-1.967,-1.885,0.077,-155.823,298.706,-135.193
-1.935,-1.926,0.235,-158.936,296.570,-105.286
-1.885,-1.833,0.319,-158.630,302.246,-72.144
-1.886,-1.660,0.295,-149.048,313.171,-40.833
-1.883,-1.494,0.161,-121.338,324.280,-13.672
-1.862,-1.391,-0.033,-92.712,332.947,9.644
-1.827,-1.345,-0.220,-85.693,337.341,31.250
-1.779,-1.308,-0.404,-90.271,338.135,52.307
-1.755,-1.259,-0.614,-72.388,335.510,75.134
-1.722,-1.162,-0.945,-12.329,327.515,101.379
-1.580,-0.980,-1.250,36.560,313.232,131.409
-1.513,-0.760,-1.454,42.480,290.588,160.156
-1.425,-0.560,-1.762,68.237,256.958,183.228
-1.316,-0.339,-1.830,70.740,209.534,200.623
-1.200,-0.152,-1.802,33.203,152.039,210.815
-1.125,0.006,-1.619,-11.719,99.609,213.745
-1.072,0.113,-1.336,-46.021,53.162,211.792
-1.054,0.202,-1.083,-57.190,15.381,208.130
-1.033,0.303,-0.904,-45.166,-10.071,203.369
Done. Type '시작' to run again.
