Starting IMU capture...
aX,aY,aZ,gX,gY,gZ
-1.317,-0.019,-1.247,-56.763,46.265,260.925
-1.317,0.263,-1.356,-20.569,15.015,257.141
-1.330,0.322,-1.442,19.653,-11.719,250.305
-1.385,0.367,-1.478,44.128,-44.006,242.615
-1.468,0.384,-1.474,57.861,-78.552,233.521
-1.504,0.408,-1.409,67.322,-112.915,224.121
-1.581,0.415,-1.319,76.965,-146.301,214.600
-1.652,0.424,-1.221,84.778,-177.429,204.773
-1.610,0.434,-1.064,91.919,-206.970,195.129
-1.816,0.423,-0.934,95.642,-232.971,185.486
-1.798,0.475,-0.808,75.684,-252.441,177.856
-1.779,0.525,-0.583,59.814,-269.043,170.105
-1.755,0.557,-0.399,62.378,-277.710,159.119
-1.703,0.606,-0.251,81.177,-277.222,145.752
-1.636,0.623,-0.170,114.136,-273.132,130.127
-1.643,0.696,-0.172,146.484,-266.113,113.159
-1.656,0.828,-0.220,158.325,-259.155,93.506
-1.700,0.955,-0.233,142.578,-254.639,70.313
-1.742,1.038,-0.165,107.239,-251.831,43.823
-1.780,1.040,-0.013,75.806,-248.352,15.991
-1.800,0.965,0.201,62.134,-242.371,-10.376
-1.778,0.840,0.435,67.139,-232.422,-34.424
-1.719,0.710,0.654,82.275,-216.125,-55.359
-1.617,0.586,0.792,105.286,-192.444,-73.853
-1.493,0.506,0.905,135.254,-164.001,-89.355
-1.428,0.477,0.857,162.781,-127.380,-103.516
-1.412,0.524,0.760,162.537,-92.957,-117.981
-1.439,0.607,0.731,120.972,-64.209,-134.338
-1.483,0.613,0.812,56.274,-40.771,-155.334
-1.537,0.530,0.971,-3.174,-21.118,-178.894
-1.598,0.397,1.135,-39.734,-1.709,-201.294
-1.671,0.267,1.319,-58.044,23.865,-220.581
-1.750,0.153,1.436,-68.665,52.612,-235.657
-1.848,0.035,1.439,-58.472,86.792,-247.803
-1.946,-0.098,1.338,-50.049,122.253,-257.080
-2.021,-0.253,1.158,-53.284,156.006,-264.099
-2.001,-0.418,0.957,-50.415,184.448,-268.066
